id1,term1,id2,term2,logical,text,inherit,claude,deepseek,gemini,grok,llama,openai,pct_yes,majority
HP:0025158,hyperautofluorescent retinal lesion,HP:0034272,perifoveal hypoautofluorescence,f,t,t,no,no,no,yes,no,yes,0.33,f
HP:0030631,hyperautofluorescent macular lesion,HP:0034272,perifoveal hypoautofluorescence,f,t,t,no,no,no,yes,no,yes,0.33,f
HP:0030631,hyperautofluorescent macular lesion,HP:0025159,hypoautofluorescent retinal lesion,f,t,t,no,no,yes,yes,yes,yes,0.67,t
HP:0001885,short 2nd toe,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0001885,short 2nd toe,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0010107,short proximal phalanx of hallux,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0011917,short 5th toe,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0011917,short 5th toe,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0003795,short middle phalanx of toe,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0003795,short middle phalanx of toe,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0008083,2nd-5th toe middle phalangeal hypoplasia,HP:0010511,long toe,t,t,t,no,no,no,yes,no,no,0.17,f
HP:0008083,2nd-5th toe middle phalangeal hypoplasia,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0006239,shortening of all middle phalanges of the toes,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0006239,shortening of all middle phalanges of the toes,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0001857,short distal phalanx of toe,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0001857,short distal phalanx of toe,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0005793,shortening of all distal phalanges of the toes,HP:0010511,long toe,t,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0005793,shortening of all distal phalanges of the toes,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0005035,shortening of all phalanges of the toes,HP:0010511,long toe,t,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0005035,shortening of all phalanges of the toes,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0010111,short phalanx of hallux,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0011928,short proximal phalanx of toe,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0011928,short proximal phalanx of toe,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0005643,short 3rd toe,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0005643,short 3rd toe,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0010103,short distal phalanx of hallux,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0008093,short 4th toe,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0008093,short 4th toe,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0010109,short hallux,HP:0010511,long toe,t,t,t,no,no,no,no,no,no,0.00,f
HP:0001831,short toe,HP:0001847,long hallux,t,t,t,no,no,no,no,no,no,0.00,f
HP:0000557,buphthalmos,HP:0007633,bilateral microphthalmos,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0007800,increased axial length of the globe,HP:0007633,bilateral microphthalmos,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0008207,primary adrenal insufficiency,HP:0002717,adrenal overactivity,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0008207,primary adrenal insufficiency,HP:0001579,primary hypercortisolism,t,f,t,no,yes,yes,yes,yes,yes,0.83,t
HP:0008207,primary adrenal insufficiency,HP:6000516,elevated circulating 21-deoxycortisol concentration,t,f,t,no,no,no,no,no,no,0.00,f
HP:0008207,primary adrenal insufficiency,HP:0003118,increased circulating cortisol level,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0008207,primary adrenal insufficiency,HP:0011744,secondary hypercortisolism,t,f,t,no,no,yes,yes,yes,no,0.50,t
HP:0008207,primary adrenal insufficiency,HP:0025436,elevated serum 11-deoxycortisol,t,f,t,no,no,no,no,no,no,0.00,f
HP:0000846,adrenal insufficiency,HP:0001579,primary hypercortisolism,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0000846,adrenal insufficiency,HP:6000516,elevated circulating 21-deoxycortisol concentration,t,f,t,no,no,no,no,no,yes,0.17,f
HP:0000846,adrenal insufficiency,HP:0003118,increased circulating cortisol level,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0000846,adrenal insufficiency,HP:0011744,secondary hypercortisolism,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0000846,adrenal insufficiency,HP:0025436,elevated serum 11-deoxycortisol,t,f,t,no,no,no,no,no,no,0.00,f
HP:0011734,central adrenal insufficiency,HP:0002717,adrenal overactivity,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0011734,central adrenal insufficiency,HP:0001579,primary hypercortisolism,t,f,t,no,no,no,yes,no,yes,0.33,f
HP:0011734,central adrenal insufficiency,HP:6000516,elevated circulating 21-deoxycortisol concentration,t,f,t,no,no,no,no,no,yes,0.17,f
HP:0011734,central adrenal insufficiency,HP:0003118,increased circulating cortisol level,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011734,central adrenal insufficiency,HP:0011744,secondary hypercortisolism,t,f,t,no,no,no,yes,no,yes,0.33,f
HP:0011734,central adrenal insufficiency,HP:0025436,elevated serum 11-deoxycortisol,t,f,t,no,no,no,no,no,no,0.00,f
HP:0008259,adrenocorticotropin receptor defect,HP:0002717,adrenal overactivity,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0008259,adrenocorticotropin receptor defect,HP:0001579,primary hypercortisolism,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0008259,adrenocorticotropin receptor defect,HP:6000516,elevated circulating 21-deoxycortisol concentration,t,f,t,no,no,no,no,no,no,0.00,f
HP:0008259,adrenocorticotropin receptor defect,HP:0003118,increased circulating cortisol level,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0008259,adrenocorticotropin receptor defect,HP:0011744,secondary hypercortisolism,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0008259,adrenocorticotropin receptor defect,HP:0025436,elevated serum 11-deoxycortisol,t,f,t,no,no,no,no,no,no,0.00,f
HP:0011737,corticotropin-releasing hormone deficient adrenal insufficiency,HP:0002717,adrenal overactivity,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011737,corticotropin-releasing hormone deficient adrenal insufficiency,HP:0001579,primary hypercortisolism,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011737,corticotropin-releasing hormone deficient adrenal insufficiency,HP:6000516,elevated circulating 21-deoxycortisol concentration,t,f,t,no,no,no,no,no,no,0.00,f
HP:0011737,corticotropin-releasing hormone deficient adrenal insufficiency,HP:0003118,increased circulating cortisol level,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011737,corticotropin-releasing hormone deficient adrenal insufficiency,HP:0011744,secondary hypercortisolism,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011737,corticotropin-releasing hormone deficient adrenal insufficiency,HP:0025436,elevated serum 11-deoxycortisol,t,f,t,no,no,no,no,no,no,0.00,f
HP:0011735,adrenocorticotropin deficient adrenal insufficiency,HP:0002717,adrenal overactivity,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011735,adrenocorticotropin deficient adrenal insufficiency,HP:0001579,primary hypercortisolism,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011735,adrenocorticotropin deficient adrenal insufficiency,HP:6000516,elevated circulating 21-deoxycortisol concentration,t,f,t,no,no,no,no,no,no,0.00,f
HP:0011735,adrenocorticotropin deficient adrenal insufficiency,HP:0003118,increased circulating cortisol level,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011735,adrenocorticotropin deficient adrenal insufficiency,HP:0011744,secondary hypercortisolism,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0011735,adrenocorticotropin deficient adrenal insufficiency,HP:0025436,elevated serum 11-deoxycortisol,t,f,t,no,no,no,no,no,no,0.00,f
HP:0011738,corticotropin-releasing hormone receptor defect,HP:0002717,adrenal overactivity,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0011738,corticotropin-releasing hormone receptor defect,HP:0001579,primary hypercortisolism,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0011738,corticotropin-releasing hormone receptor defect,HP:6000516,elevated circulating 21-deoxycortisol concentration,t,f,t,no,no,no,no,no,no,0.00,f
HP:0011738,corticotropin-releasing hormone receptor defect,HP:0003118,increased circulating cortisol level,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0011738,corticotropin-releasing hormone receptor defect,HP:0011744,secondary hypercortisolism,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0011738,corticotropin-releasing hormone receptor defect,HP:0025436,elevated serum 11-deoxycortisol,t,f,t,no,no,no,no,no,no,0.00,f
HP:0030231,glycogen accumulation in muscle fiber lysosomes,HP:0012270,decreased muscle glycogen content,t,t,t,no,no,no,no,no,yes,0.17,f
HP:0030232,increased sarcoplasmic glycogen,HP:0012270,decreased muscle glycogen content,t,t,t,yes,no,yes,yes,yes,yes,0.83,t
HP:0011340,incomplete cleft of the upper lip,HP:5201001,complete unilateral cleft lip,f,t,t,no,yes,no,yes,yes,no,0.50,t
HP:5201000,incomplete unilateral cleft lip,HP:5201009,complete cleft of the upper lip,f,t,t,no,no,no,yes,no,no,0.17,f
HP:5201000,incomplete unilateral cleft lip,HP:5201001,complete unilateral cleft lip,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0034333,increased circulating hypoxanthine concentration,HP:0004369,decreased circulating purine concentration,f,t,t,no,no,no,no,no,no,0.00,f
HP:0010933,hyperxanthinemia,HP:0004369,decreased circulating purine concentration,f,t,t,no,no,yes,no,yes,yes,0.50,t
HP:0033340,increased circulating guanosine concentration,HP:0004369,decreased circulating purine concentration,f,t,t,no,no,no,no,no,no,0.00,f
HP:0033339,increased circulating inosine concentration,HP:0004369,decreased circulating purine concentration,f,t,t,no,no,no,no,no,no,0.00,f
HP:0002876,episodic tachypnea,HP:0046507,bradypnea,f,t,t,yes,yes,yes,yes,yes,yes,1.00,t
HP:0011771,autoimmune hypoparathyroidism,HP:0011770,tertiary hyperparathyroidism,t,t,t,no,no,no,yes,no,no,0.17,f
HP:0011771,autoimmune hypoparathyroidism,HP:0008200,primary hyperparathyroidism,t,t,t,yes,no,no,yes,yes,yes,0.67,t
HP:0011771,autoimmune hypoparathyroidism,HP:0000843,hyperparathyroidism,t,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011771,autoimmune hypoparathyroidism,HP:0000867,secondary hyperparathyroidism,t,t,t,no,no,no,yes,no,yes,0.33,f
HP:0000829,hypoparathyroidism,HP:0011770,tertiary hyperparathyroidism,t,t,t,yes,no,no,yes,no,yes,0.50,t
HP:0000829,hypoparathyroidism,HP:0008200,primary hyperparathyroidism,t,t,t,yes,yes,yes,yes,yes,yes,1.00,t
HP:0000829,hypoparathyroidism,HP:0000867,secondary hyperparathyroidism,t,t,t,yes,no,no,yes,no,yes,0.50,t
HP:0008198,congenital hypoparathyroidism,HP:0011770,tertiary hyperparathyroidism,t,t,t,no,no,no,yes,no,yes,0.33,f
HP:0008198,congenital hypoparathyroidism,HP:0008200,primary hyperparathyroidism,t,t,t,yes,yes,yes,yes,yes,yes,1.00,t
HP:0008198,congenital hypoparathyroidism,HP:0000843,hyperparathyroidism,t,t,t,yes,yes,yes,yes,yes,yes,1.00,t
HP:0008198,congenital hypoparathyroidism,HP:0000867,secondary hyperparathyroidism,t,t,t,no,no,no,yes,no,no,0.17,f
HP:0006671,paroxysmal atrial tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0006671,paroxysmal atrial tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,yes,0.33,f
HP:0011689,supraventricular tachycardia with a concealed accessory connection,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011689,supraventricular tachycardia with a concealed accessory connection,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011688,supraventricular tachycardia with an accessory connection mediated pathway,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011688,supraventricular tachycardia with an accessory connection mediated pathway,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011694,supraventricular tachycardia with a manifest accessory pathway,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011694,supraventricular tachycardia with a manifest accessory pathway,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0034040,bidirectional ventricular tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0034040,bidirectional ventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0031674,antidromic atrioventricular reentrant tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,no,0.33,f
HP:0031674,antidromic atrioventricular reentrant tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0011698,supraventricular tachycardia with a manifest accessory pathway on the septum,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011698,supraventricular tachycardia with a manifest accessory pathway on the septum,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0004756,ventricular tachycardia,HP:0001662,bradycardia,f,t,t,yes,no,no,yes,yes,yes,0.67,t
HP:0004756,ventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,yes,0.33,f
HP:0004755,supraventricular tachycardia,HP:0001662,bradycardia,f,t,t,yes,no,no,yes,yes,yes,0.67,t
HP:0004755,supraventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,yes,no,no,yes,no,yes,0.50,t
HP:0004763,paroxysmal supraventricular tachycardia,HP:0001662,bradycardia,f,t,t,yes,yes,no,yes,yes,yes,0.83,t
HP:0004763,paroxysmal supraventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,yes,0.33,f
HP:0004751,paroxysmal ventricular tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0004751,paroxysmal ventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0011693,supraventricular tachycardia with a concealed accessory pathway on the septum,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011693,supraventricular tachycardia with a concealed accessory pathway on the septum,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0031675,fascicular left ventricular tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,no,yes,0.33,f
HP:0031675,fascicular left ventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0011841,ventricular flutter,HP:0001662,bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0011841,ventricular flutter,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0006688,paroxysmal tachycardia,HP:0001662,bradycardia,f,t,t,yes,yes,yes,yes,yes,yes,1.00,t
HP:0006688,paroxysmal tachycardia,HP:0001688,sinus bradycardia,f,t,t,yes,no,no,yes,yes,yes,0.67,t
HP:0031673,orthodromic atrioventricular reentrant tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0031673,orthodromic atrioventricular reentrant tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0001649,tachycardia,HP:0001688,sinus bradycardia,f,t,t,yes,no,yes,yes,yes,yes,0.83,t
HP:0011692,supraventricular tachycardia with a concealed accessory pathway on the right free wall,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011692,supraventricular tachycardia with a concealed accessory pathway on the right free wall,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011691,supraventricular tachycardia with a concealed accessory pathway on the left free wall,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011691,supraventricular tachycardia with a concealed accessory pathway on the left free wall,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011697,supraventricular tachycardia with a manifest accessory pathway on the right free wall,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011697,supraventricular tachycardia with a manifest accessory pathway on the right free wall,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0031677,polymorphic ventricular tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0031677,polymorphic ventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0031676,monomorphic ventricular tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,no,yes,0.33,f
HP:0031676,monomorphic ventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0011696,supraventricular tachycardia with a manifest accessory pathway on the left free wall,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011696,supraventricular tachycardia with a manifest accessory pathway on the left free wall,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011690,permanent junctional reciprocating tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011690,permanent junctional reciprocating tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011716,junctional ectopic tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011716,junctional ectopic tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011717,atrioventricular reentrant tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,yes,yes,0.50,t
HP:0011717,atrioventricular reentrant tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0004758,effort-induced polymorphic ventricular tachycardia,HP:0001662,bradycardia,f,t,t,no,no,no,yes,no,yes,0.33,f
HP:0004758,effort-induced polymorphic ventricular tachycardia,HP:0001688,sinus bradycardia,f,t,t,no,no,no,yes,no,no,0.17,f
HP:0011687,av nodal tachycardia,HP:0001662,bradycardia,f,t,t,yes,no,no,yes,yes,yes,0.67,t
HP:0011687,av nodal tachycardia,HP:0001688,sinus bradycardia,f,t,t,yes,no,no,yes,no,no,0.33,f
HP:0006895,lower limb hypertonia,HP:0012389,appendicular hypotonia,f,t,t,yes,no,yes,yes,yes,yes,0.83,t
HP:0200049,upper limb hypertonia,HP:0012389,appendicular hypotonia,f,t,t,yes,no,yes,yes,yes,yes,0.83,t
HP:0025500,class ii obesity,HP:0004326,cachexia,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0025499,class i obesity,HP:0004326,cachexia,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0025501,class iii obesity,HP:0004326,cachexia,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0012743,abdominal obesity,HP:0004326,cachexia,t,f,t,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001956,truncal obesity,HP:0004326,cachexia,t,f,t,yes,no,yes,yes,yes,yes,0.83,t
HP:0025502,overweight,HP:0004326,cachexia,t,f,t,yes,yes,yes,yes,yes,yes,1.00,t
HP:0001520,large for gestational age,HP:0004326,cachexia,t,f,t,no,no,no,no,no,no,0.00,f
HP:0008915,childhood-onset truncal obesity,HP:0004326,cachexia,t,f,t,no,no,yes,yes,yes,yes,0.67,t
HP:0010638,elevated alkaline phosphatase of hepatic origin,HP:0010683,low tissue non-specific alkaline phosphatase,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0010639,elevated alkaline phosphatase of bone origin,HP:0010683,low tissue non-specific alkaline phosphatase,t,f,t,yes,no,no,no,yes,yes,0.50,t
HP:0010680,elevated alkaline phosphatase of renal origin,HP:0010683,low tissue non-specific alkaline phosphatase,t,f,t,no,no,no,no,no,yes,0.17,f
HP:0034038,silent hypoxemia,HP:0012419,hyperoxemia,t,f,t,no,no,yes,yes,no,yes,0.50,t
HP:0034312,nocturnal hypoxemia,HP:0012419,hyperoxemia,t,f,t,no,no,no,yes,no,yes,0.33,f
HP:0030874,oxygen desaturation on exertion,HP:0012419,hyperoxemia,t,f,t,no,no,no,yes,no,yes,0.33,f
HP:0033367,orthodeoxia,HP:0012419,hyperoxemia,t,f,t,no,no,no,yes,no,no,0.17,f
HP:0003900,small humeral epiphyses,HP:0100069,enlarged epiphyses of the 4th toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100149,enlarged epiphysis of the middle phalanx of the 3rd toe,t,f,t,no,no,no,no,yes,no,0.17,f
HP:0003900,small humeral epiphyses,HP:0010231,enlarged epiphyses of the phalanges of the hand,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009217,enlarged epiphysis of the middle phalanx of the 4th finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009158,enlarged epiphysis of the proximal phalanx of the 5th finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009264,enlarged epiphysis of the proximal phalanx of the 4th finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100047,enlarged epiphyses of the 2nd toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009516,enlarged epiphysis of the middle phalanx of the 2nd finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100183,enlarged epiphysis of the middle phalanx of the 4th toe,t,f,t,no,no,no,no,yes,no,0.17,f
HP:0003900,small humeral epiphyses,HP:0009413,enlarged epiphyses of the 3rd finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009396,enlarged epiphyses of the 4th finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100172,enlarged epiphysis of the distal phalanx of the 4th toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009527,enlarged epiphysis of the proximal phalanx of the 2nd finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009385,enlarged epiphyses of the 5th finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0003371,enlargement of the proximal femoral epiphysis,t,f,t,no,no,no,no,yes,no,0.17,f
HP:0003900,small humeral epiphyses,HP:0009324,enlarged epiphysis of the middle phalanx of the 3rd finger,t,f,t,no,no,no,no,yes,no,0.17,f
HP:0003900,small humeral epiphyses,HP:0010580,enlarged epiphyses,t,f,t,yes,no,yes,yes,yes,yes,0.83,t
HP:0003900,small humeral epiphyses,HP:0010249,enlarged epiphyses of the distal phalanges of the hand,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009253,enlarged epiphysis of the distal phalanx of the 4th finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009349,enlarged epiphysis of the proximal phalanx of the 3rd finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0003903,broad humeral epiphyses,t,f,t,yes,yes,yes,yes,yes,no,0.83,t
HP:0003900,small humeral epiphyses,HP:0009689,enlarged thumb epiphysis,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009678,enlarged epiphysis of the distal phalanx of the thumb,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0004005,large radial epiphyses,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0010141,enlarged epiphysis of the distal phalanx of the hallux,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009338,enlarged epiphysis of the distal phalanx of the 3rd finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100194,enlarged epiphysis of the proximal phalanx of the 4th toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100125,enlarged epiphysis of the proximal phalanx of the 2nd toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0003904,wide epiphyses of the upper limbs,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0003900,small humeral epiphyses,HP:0010271,enlarged epiphyses of the proximal phalanges of the hand,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009147,enlarged epiphysis of the distal phalanx of the 5th finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009667,enlarged epiphysis of the proximal phalanx of the thumb,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009206,enlarged epiphysis of the middle phalanx of the 5th finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0010116,enlarged epiphyses of the hallux,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009505,enlarged epiphysis of the distal phalanx of the 2nd finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0003013,bulging epiphyses,t,f,t,no,no,no,yes,yes,yes,0.50,t
HP:0003900,small humeral epiphyses,HP:0100160,enlarged epiphysis of the proximal phalanx of the 3rd toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0009491,enlarged epiphyses of the 2nd finger,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100103,enlarged epiphysis of the distal phalanx of the 2nd toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100058,enlarged epiphyses of the 3rd toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0010018,enlarged epiphysis of the 1st metacarpal,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0010152,enlarged epiphysis of the 1st metatarsal,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0010165,enlarged epiphyses of the toes,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0100114,enlarged epiphysis of the middle phalanx of the 2nd toe,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0010260,enlarged epiphyses of the middle phalanges of the hand,t,f,t,no,no,no,no,no,no,0.00,f
HP:0003900,small humeral epiphyses,HP:0010130,enlarged epiphysis of the proximal phalanx of the hallux,t,f,t,no,no,no,no,no,no,0.00,f
