hpo_id1,hpo_term1,hpo_id2,hpo_term2,similarity_score,inverse_verified_by_llm
HP:0500250,Increased circulating ethanolamine concentration,HP:0005510,Transient erythroblastopenia,0.7753,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0005961,Hypoargininemia,0.8256,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0008163,Decreased circulating cortisol level,0.9223,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8590,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0010981,Hypolipoproteinemia,0.7899,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0011967,Decreased circulating copper concentration,0.9342,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0012052,Low serum calcitriol,0.8499,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8814,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0012101,Decreased serum creatinine,0.8868,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0012153,Hypotriglyceridemia,0.7933,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0012277,Hypoglycinemia,0.8251,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0012279,Hyposerinemia,0.8104,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0012417,Hypocapnia,0.7781,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0012418,Hypoxemia,0.8226,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0020222,Hypohomocysteinemia,0.8015,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.8782,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.9046,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0030349,Decreased circulating androgen concentration,0.9359,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0030689,Decreased glucagon level,0.8843,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0030985,Decreased serum bile acid concentration,0.9220,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0031242,Decreased circulating chylomicron concentration,0.9004,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8729,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0031794,Decreased circulating glycerol level,0.8975,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0031891,Decreased eosinophil count,0.8350,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0031969,Reduced blood urea nitrogen,0.8848,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0032098,Hypomanganesemia,0.8436,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0032210,Decreased circulating free T3,0.8807,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0032363,Decreased circulating corticosterone level,0.9273,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.9049,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0033480,Hypobilirubinemia,0.7985,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0034203,Decreased iduronate sulfatase level,0.8858,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0034292,Reduced circulating creatine concentration,0.9270,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.9202,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8566,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0034870,Reduced circulating urocanic acid concentration,0.9257,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.9031,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0034938,Decreased circulating sialic acid concentration,0.9156,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0040171,Decreased serum testosterone concentration,0.9279,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0040216,Hypoinsulinemia,0.8254,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0045014,Hypolipidemia,0.7954,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0100493,Hypoammonemia,0.8459,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0100507,Reduced blood folate concentration,0.9218,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8894,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0410245,Decreased circulating IgD concentration,0.9029,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0410289,Hypoamylasemia,0.8337,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0410343,Decreased circulating heparan sulfate level,0.8875,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0430073,Decreased circulating beta-carotene concentration,0.9316,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500132,Hypovalinemia,0.8292,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500133,Hypotyrosinemia,0.8066,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500135,Hypotryptophanemia,0.8222,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500136,Hypothreoninemia,0.8350,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500139,Hypoprolinemia,0.8147,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500140,Decreased circulating hydroxyproline concentration,0.9036,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500141,Hypophenylalaninemia,0.8200,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500142,Hypolysinemia,0.8199,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500143,Hypoleucinemia,0.8313,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500144,Hypoisoleucinemia,0.8292,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500145,Hypohistidinemia,0.7979,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500147,Hypoglutaminemia,0.8208,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500150,Hypoglutamatemia,0.8215,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500152,Hypocystinemia,0.8141,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500154,Hypoalaninemia,0.8220,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500157,Hypoasparaginemia,0.8314,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500162,Decreased circulating carnosine concentration,0.9457,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500163,Hypoornithinemia,0.8225,f
HP:0500250,Increased circulating ethanolamine concentration,HP:0500182,Hypotaurinemia,0.8309,f
HP:0500252,Increased urine sebacic acid concentration,HP:0003127,Hypocalciuria,0.8408,f
HP:0500252,Increased urine sebacic acid concentration,HP:0003359,Decreased urinary sulfate,0.9071,f
HP:0500252,Increased urine sebacic acid concentration,HP:0011935,Decreased urinary urate,0.8818,f
HP:0500252,Increased urine sebacic acid concentration,HP:0012364,Decreased urinary potassium,0.8852,f
HP:0500252,Increased urine sebacic acid concentration,HP:0012365,Hypophosphaturia,0.8305,f
HP:0500252,Increased urine sebacic acid concentration,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.9089,f
HP:0500252,Increased urine sebacic acid concentration,HP:0012405,Hypocitraturia,0.8576,f
HP:0500252,Increased urine sebacic acid concentration,HP:0012601,Hypochloriduria,0.8371,f
HP:0500252,Increased urine sebacic acid concentration,HP:0012604,Hyponatriuria,0.8479,f
HP:0500252,Increased urine sebacic acid concentration,HP:0012609,Hypomagnesiuria,0.8136,f
HP:0500252,Increased urine sebacic acid concentration,HP:0040426,Decreased urinary hypoxanthine level,0.8975,f
HP:0500252,Increased urine sebacic acid concentration,HP:0045011,Decreased urine bicarbonate concentration,0.9341,f
HP:0500252,Increased urine sebacic acid concentration,HP:0045012,Decreased urinary catecholamine concentration,0.9066,f
HP:0500252,Increased urine sebacic acid concentration,HP:0045035,Decreased urinary copper concentration,0.9040,f
HP:0500252,Increased urine sebacic acid concentration,HP:0410055,Decreased level of erythritol in urine,0.8927,f
HP:0500252,Increased urine sebacic acid concentration,HP:0410060,Decreased level of D-mannose in urine,0.8998,f
HP:0500252,Increased urine sebacic acid concentration,HP:0410314,Decreased urinary 1-methylhistidine,0.8923,f
HP:0500252,Increased urine sebacic acid concentration,HP:0410318,Decreased urinary 3-methylhistidine,0.8844,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0003127,Hypocalciuria,0.8366,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0003359,Decreased urinary sulfate,0.9051,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0011935,Decreased urinary urate,0.8787,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0012364,Decreased urinary potassium,0.8845,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0012365,Hypophosphaturia,0.8350,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.9399,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0012405,Hypocitraturia,0.8530,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0012601,Hypochloriduria,0.8467,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0012604,Hyponatriuria,0.8574,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0012609,Hypomagnesiuria,0.8213,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0040426,Decreased urinary hypoxanthine level,0.8963,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0045011,Decreased urine bicarbonate concentration,0.9275,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0045012,Decreased urinary catecholamine concentration,0.9155,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0045035,Decreased urinary copper concentration,0.8916,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0410055,Decreased level of erythritol in urine,0.9177,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0410060,Decreased level of D-mannose in urine,0.9588,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0410314,Decreased urinary 1-methylhistidine,0.8989,f
HP:0500253,Increased level of gamma-aminobutyric acid in urine,HP:0410318,Decreased urinary 3-methylhistidine,0.8957,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0003127,Hypocalciuria,0.8420,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0003359,Decreased urinary sulfate,0.9030,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0011935,Decreased urinary urate,0.8771,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0012364,Decreased urinary potassium,0.8771,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0012365,Hypophosphaturia,0.8518,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.9309,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0012405,Hypocitraturia,0.8710,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0012601,Hypochloriduria,0.8661,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0012604,Hyponatriuria,0.8651,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0012609,Hypomagnesiuria,0.8380,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0040426,Decreased urinary hypoxanthine level,0.9139,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0045011,Decreased urine bicarbonate concentration,0.9217,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0045012,Decreased urinary catecholamine concentration,0.9181,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0045035,Decreased urinary copper concentration,0.8929,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0410055,Decreased level of erythritol in urine,0.9047,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0410060,Decreased level of D-mannose in urine,0.9159,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0410314,Decreased urinary 1-methylhistidine,0.9075,f
HP:0500257,Increased urine isobutyrylglycine concentration,HP:0410318,Decreased urinary 3-methylhistidine,0.9004,f
HP:4000095,Elevated circulating thymine concentration,HP:0001882,Leukopenia,0.7945,f
HP:4000095,Elevated circulating thymine concentration,HP:0001888,Lymphopenia,0.7923,f
HP:4000095,Elevated circulating thymine concentration,HP:0001913,Granulocytopenia,0.8075,f
HP:4000095,Elevated circulating thymine concentration,HP:0001943,Hypoglycemia,0.8256,f
HP:4000095,Elevated circulating thymine concentration,HP:0001988,Recurrent hypoglycemia,0.8447,f
HP:4000095,Elevated circulating thymine concentration,HP:0002148,Hypophosphatemia,0.8137,f
HP:4000095,Elevated circulating thymine concentration,HP:0002720,Decreased circulating IgA concentration,0.8677,f
HP:4000095,Elevated circulating thymine concentration,HP:0002850,Decreased circulating total IgM,0.8038,f
HP:4000095,Elevated circulating thymine concentration,HP:0002900,Hypokalemia,0.8019,f
HP:4000095,Elevated circulating thymine concentration,HP:0002901,Hypocalcemia,0.8245,f
HP:4000095,Elevated circulating thymine concentration,HP:0002902,Hyponatremia,0.8203,f
HP:4000095,Elevated circulating thymine concentration,HP:0002917,Hypomagnesemia,0.8378,f
HP:4000095,Elevated circulating thymine concentration,HP:0002920,Decreased circulating ACTH concentration,0.8686,f
HP:4000095,Elevated circulating thymine concentration,HP:0003073,Hypoalbuminemia,0.8518,f
HP:4000095,Elevated circulating thymine concentration,HP:0003075,Hypoproteinemia,0.7993,f
HP:4000095,Elevated circulating thymine concentration,HP:0003113,Hypochloremia,0.8121,f
HP:4000095,Elevated circulating thymine concentration,HP:0003146,Hypocholesterolemia,0.7660,f
HP:4000095,Elevated circulating thymine concentration,HP:0003233,Decreased HDL cholesterol concentration,0.8548,f
HP:4000095,Elevated circulating thymine concentration,HP:0003234,Decreased circulating carnitine concentration,0.9310,f
HP:4000095,Elevated circulating thymine concentration,HP:0003292,Decreased serum leptin,0.8775,f
HP:4000095,Elevated circulating thymine concentration,HP:0003351,Decreased circulating renin concentration,0.9010,f
HP:4000095,Elevated circulating thymine concentration,HP:0003537,Hypouricemia,0.8095,f
HP:4000095,Elevated circulating thymine concentration,HP:0003563,Decreased LDL cholesterol concentration,0.8476,f
HP:4000095,Elevated circulating thymine concentration,HP:0003572,Low plasma citrulline,0.8827,f
HP:4000095,Elevated circulating thymine concentration,HP:0003658,Hypomethioninemia,0.8458,f
HP:4000095,Elevated circulating thymine concentration,HP:0004313,Decreased circulating antibody concentration,0.9075,f
HP:4000095,Elevated circulating thymine concentration,HP:0004315,Decreased circulating IgG concentration,0.8691,f
HP:4000095,Elevated circulating thymine concentration,HP:0004319,Decreased circulating aldosterone concentration,0.9145,f
HP:4000095,Elevated circulating thymine concentration,HP:0005479,Decreased circulating IgE concentration,0.8642,f
HP:4000095,Elevated circulating thymine concentration,HP:0005510,Transient erythroblastopenia,0.8198,f
HP:4000095,Elevated circulating thymine concentration,HP:0005961,Hypoargininemia,0.8294,f
HP:4000095,Elevated circulating thymine concentration,HP:0008163,Decreased circulating cortisol level,0.9117,f
HP:4000095,Elevated circulating thymine concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8820,f
HP:4000095,Elevated circulating thymine concentration,HP:0010981,Hypolipoproteinemia,0.8062,f
HP:4000095,Elevated circulating thymine concentration,HP:0011967,Decreased circulating copper concentration,0.9014,f
HP:4000095,Elevated circulating thymine concentration,HP:0012052,Low serum calcitriol,0.8470,f
HP:4000095,Elevated circulating thymine concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8246,f
HP:4000095,Elevated circulating thymine concentration,HP:0012101,Decreased serum creatinine,0.8536,f
HP:4000095,Elevated circulating thymine concentration,HP:0012153,Hypotriglyceridemia,0.8037,f
HP:4000095,Elevated circulating thymine concentration,HP:0012277,Hypoglycinemia,0.8292,f
HP:4000095,Elevated circulating thymine concentration,HP:0012279,Hyposerinemia,0.8214,f
HP:4000095,Elevated circulating thymine concentration,HP:0012417,Hypocapnia,0.7653,f
HP:4000095,Elevated circulating thymine concentration,HP:0012418,Hypoxemia,0.7992,f
HP:4000095,Elevated circulating thymine concentration,HP:0020222,Hypohomocysteinemia,0.8242,f
HP:4000095,Elevated circulating thymine concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.9022,f
HP:4000095,Elevated circulating thymine concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.9194,f
HP:4000095,Elevated circulating thymine concentration,HP:0030349,Decreased circulating androgen concentration,0.9249,f
HP:4000095,Elevated circulating thymine concentration,HP:0030689,Decreased glucagon level,0.8495,f
HP:4000095,Elevated circulating thymine concentration,HP:0030985,Decreased serum bile acid concentration,0.8976,f
HP:4000095,Elevated circulating thymine concentration,HP:0031242,Decreased circulating chylomicron concentration,0.8876,f
HP:4000095,Elevated circulating thymine concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8364,f
HP:4000095,Elevated circulating thymine concentration,HP:0031794,Decreased circulating glycerol level,0.8669,f
HP:4000095,Elevated circulating thymine concentration,HP:0031891,Decreased eosinophil count,0.8302,f
HP:4000095,Elevated circulating thymine concentration,HP:0031969,Reduced blood urea nitrogen,0.8404,f
HP:4000095,Elevated circulating thymine concentration,HP:0032098,Hypomanganesemia,0.8375,f
HP:4000095,Elevated circulating thymine concentration,HP:0032210,Decreased circulating free T3,0.8655,f
HP:4000095,Elevated circulating thymine concentration,HP:0032363,Decreased circulating corticosterone level,0.9163,f
HP:4000095,Elevated circulating thymine concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.8903,f
HP:4000095,Elevated circulating thymine concentration,HP:0033480,Hypobilirubinemia,0.8448,f
HP:4000095,Elevated circulating thymine concentration,HP:0034203,Decreased iduronate sulfatase level,0.8464,f
HP:4000095,Elevated circulating thymine concentration,HP:0034292,Reduced circulating creatine concentration,0.8999,f
HP:4000095,Elevated circulating thymine concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.9026,f
HP:4000095,Elevated circulating thymine concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8654,f
HP:4000095,Elevated circulating thymine concentration,HP:0034870,Reduced circulating urocanic acid concentration,0.8911,f
HP:4000095,Elevated circulating thymine concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8602,f
HP:4000095,Elevated circulating thymine concentration,HP:0034938,Decreased circulating sialic acid concentration,0.8965,f
HP:4000095,Elevated circulating thymine concentration,HP:0040171,Decreased serum testosterone concentration,0.9183,f
HP:4000095,Elevated circulating thymine concentration,HP:0040216,Hypoinsulinemia,0.8334,f
HP:4000095,Elevated circulating thymine concentration,HP:0045014,Hypolipidemia,0.7978,f
HP:4000095,Elevated circulating thymine concentration,HP:0100493,Hypoammonemia,0.8480,f
HP:4000095,Elevated circulating thymine concentration,HP:0100507,Reduced blood folate concentration,0.8864,f
HP:4000095,Elevated circulating thymine concentration,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8715,f
HP:4000095,Elevated circulating thymine concentration,HP:0410245,Decreased circulating IgD concentration,0.8674,f
HP:4000095,Elevated circulating thymine concentration,HP:0410289,Hypoamylasemia,0.8499,f
HP:4000095,Elevated circulating thymine concentration,HP:0410343,Decreased circulating heparan sulfate level,0.8590,f
HP:4000095,Elevated circulating thymine concentration,HP:0430073,Decreased circulating beta-carotene concentration,0.9178,f
HP:4000095,Elevated circulating thymine concentration,HP:0500132,Hypovalinemia,0.8224,f
HP:4000095,Elevated circulating thymine concentration,HP:0500133,Hypotyrosinemia,0.8368,f
HP:4000095,Elevated circulating thymine concentration,HP:0500135,Hypotryptophanemia,0.8229,f
HP:4000095,Elevated circulating thymine concentration,HP:0500136,Hypothreoninemia,0.8420,f
HP:4000095,Elevated circulating thymine concentration,HP:0500139,Hypoprolinemia,0.8211,f
HP:4000095,Elevated circulating thymine concentration,HP:0500140,Decreased circulating hydroxyproline concentration,0.8538,f
HP:4000095,Elevated circulating thymine concentration,HP:0500141,Hypophenylalaninemia,0.8342,f
HP:4000095,Elevated circulating thymine concentration,HP:0500142,Hypolysinemia,0.8161,f
HP:4000095,Elevated circulating thymine concentration,HP:0500143,Hypoleucinemia,0.8328,f
HP:4000095,Elevated circulating thymine concentration,HP:0500144,Hypoisoleucinemia,0.8331,f
HP:4000095,Elevated circulating thymine concentration,HP:0500145,Hypohistidinemia,0.8283,f
HP:4000095,Elevated circulating thymine concentration,HP:0500147,Hypoglutaminemia,0.8288,f
HP:4000095,Elevated circulating thymine concentration,HP:0500150,Hypoglutamatemia,0.8199,f
HP:4000095,Elevated circulating thymine concentration,HP:0500152,Hypocystinemia,0.8414,f
HP:4000095,Elevated circulating thymine concentration,HP:0500154,Hypoalaninemia,0.8233,f
HP:4000095,Elevated circulating thymine concentration,HP:0500157,Hypoasparaginemia,0.8496,f
HP:4000095,Elevated circulating thymine concentration,HP:0500162,Decreased circulating carnosine concentration,0.9222,f
HP:4000095,Elevated circulating thymine concentration,HP:0500163,Hypoornithinemia,0.8316,f
HP:4000095,Elevated circulating thymine concentration,HP:0500182,Hypotaurinemia,0.8380,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0001882,Leukopenia,0.7971,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0001888,Lymphopenia,0.7773,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0001913,Granulocytopenia,0.8215,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0001943,Hypoglycemia,0.8573,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0001988,Recurrent hypoglycemia,0.8733,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0002148,Hypophosphatemia,0.8368,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0002720,Decreased circulating IgA concentration,0.8776,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0002850,Decreased circulating total IgM,0.8132,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0002900,Hypokalemia,0.8517,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0002901,Hypocalcemia,0.8719,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0002902,Hyponatremia,0.8669,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0002917,Hypomagnesemia,0.8417,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0002920,Decreased circulating ACTH concentration,0.8773,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003073,Hypoalbuminemia,0.8683,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003075,Hypoproteinemia,0.8280,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003113,Hypochloremia,0.8600,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003146,Hypocholesterolemia,0.8140,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003233,Decreased HDL cholesterol concentration,0.8781,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003234,Decreased circulating carnitine concentration,0.9306,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003292,Decreased serum leptin,0.8810,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003351,Decreased circulating renin concentration,0.9079,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003537,Hypouricemia,0.8557,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003563,Decreased LDL cholesterol concentration,0.8697,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003572,Low plasma citrulline,0.8970,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0003658,Hypomethioninemia,0.8636,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0004313,Decreased circulating antibody concentration,0.8861,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0004315,Decreased circulating IgG concentration,0.8766,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0004319,Decreased circulating aldosterone concentration,0.9203,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0005479,Decreased circulating IgE concentration,0.8698,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0005510,Transient erythroblastopenia,0.8289,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0005961,Hypoargininemia,0.8702,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0008163,Decreased circulating cortisol level,0.9156,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8887,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0010981,Hypolipoproteinemia,0.8336,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0011967,Decreased circulating copper concentration,0.8936,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0012052,Low serum calcitriol,0.8791,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8634,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0012101,Decreased serum creatinine,0.8827,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0012153,Hypotriglyceridemia,0.8470,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0012277,Hypoglycinemia,0.8659,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0012279,Hyposerinemia,0.8287,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0012417,Hypocapnia,0.8048,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0012418,Hypoxemia,0.8154,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0020222,Hypohomocysteinemia,0.8659,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.8824,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.9121,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0030349,Decreased circulating androgen concentration,0.8995,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0030689,Decreased glucagon level,0.8594,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0030985,Decreased serum bile acid concentration,0.9217,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0031242,Decreased circulating chylomicron concentration,0.9184,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8604,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0031794,Decreased circulating glycerol level,0.9037,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0031891,Decreased eosinophil count,0.8516,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0031969,Reduced blood urea nitrogen,0.8742,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0032098,Hypomanganesemia,0.8789,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0032210,Decreased circulating free T3,0.8723,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0032363,Decreased circulating corticosterone level,0.9202,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.9383,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0033480,Hypobilirubinemia,0.8655,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0034203,Decreased iduronate sulfatase level,0.9051,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0034292,Reduced circulating creatine concentration,0.9175,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.9294,f
HP:4000213,Elevated circulating hyaluronic acid concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8906,f
