hpo_id,hpo_term,bearer_iri,quality_iri
HP:0005445,Enlarged posterior fossa,UBERON:0008788,PATO:0000460
HP:0007291,Posterior fossa cyst,UBERON:0008788,PATO:0000460
HP:0040010,Small posterior fossa,UBERON:0008788,PATO:0000460
HP:0040011,Flat posterior fossa,UBERON:0008788,PATO:0000460
HP:0007291,Posterior fossa cyst,UBERON:0008788,PATO:0000470
HP:0040010,Small posterior fossa,UBERON:0008788,PATO:0000587
HP:0005445,Enlarged posterior fossa,UBERON:0008788,PATO:0000600
HP:0001305,Dandy-Walker malformation,UBERON:0008788,PATO:0000646
HP:0007421,Telangiectases of the cheeks,UBERON:0008803,PATO:0000460
HP:0007421,Telangiectases of the cheeks,UBERON:0008803,PATO:0000470
HP:3000048,Abnormal great auricular nerve morphology,UBERON:0008833,PATO:0000051
HP:3000048,Abnormal great auricular nerve morphology,UBERON:0008833,PATO:0000460
HP:0002578,Gastroparesis,UBERON:0008856,PATO:0000460
HP:0002578,Gastroparesis,UBERON:0008856,PATO:0001779
HP:0100671,Abnormal trabecular bone morphology,UBERON:0008867,PATO:0000051
HP:0100671,Abnormal trabecular bone morphology,UBERON:0008867,PATO:0000460
HP:0040211,Abnormal skin morphology of the palm,UBERON:0008878,PATO:0000051
HP:0100871,Abnormal palm morphology,UBERON:0008878,PATO:0000051
HP:0001169,Broad palm,UBERON:0008878,PATO:0000460
HP:0004279,Short palm,UBERON:0008878,PATO:0000460
HP:0004283,Narrow palm,UBERON:0008878,PATO:0000460
HP:0011302,Long palm,UBERON:0008878,PATO:0000460
HP:0025538,Palmar edema,UBERON:0008878,PATO:0000460
HP:0040211,Abnormal skin morphology of the palm,UBERON:0008878,PATO:0000460
HP:0100871,Abnormal palm morphology,UBERON:0008878,PATO:0000460
HP:0011302,Long palm,UBERON:0008878,PATO:0000573
HP:0004279,Short palm,UBERON:0008878,PATO:0000574
HP:0004283,Narrow palm,UBERON:0008878,PATO:0000599
HP:0001169,Broad palm,UBERON:0008878,PATO:0000600
HP:0025538,Palmar edema,UBERON:0008878,PATO:0001450
HP:0006488,Bowing of the arm,UBERON:0008962,PATO:0000406
HP:0006488,Bowing of the arm,UBERON:0008962,PATO:0000460
HP:0100536,Abnormality of the fascia,UBERON:0008982,PATO:0000001
HP:0100536,Abnormality of the fascia,UBERON:0008982,PATO:0000460
HP:0100537,Fasciitis,UBERON:0008982,PATO:0000460
HP:0100537,Fasciitis,UBERON:0008982,PATO:0000912
HP:0000121,Nephrocalcinosis,UBERON:0008987,PATO:0000460
HP:0032618,Renal necrosis,UBERON:0008987,PATO:0000460
HP:0032618,Renal necrosis,UBERON:0008987,PATO:0000647
HP:0000121,Nephrocalcinosis,UBERON:0008987,PATO:0001447
HP:0011409,Abnormal placental membrane morphology,UBERON:0009002,PATO:0000051
HP:0011409,Abnormal placental membrane morphology,UBERON:0009002,PATO:0000460
HP:0002849,Absence of lymph node germinal center,UBERON:0009039,PATO:0000460
HP:0002849,Absence of lymph node germinal center,UBERON:0009039,PATO:0000462
HP:0009049,Peroneal muscle atrophy,UBERON:0009132,PATO:0000460
HP:0009049,Peroneal muscle atrophy,UBERON:0009132,PATO:0001623
HP:0007397,Axillary apocrine gland hypoplasia,UBERON:0009472,PATO:0000460
HP:0007397,Axillary apocrine gland hypoplasia,UBERON:0009472,PATO:0000644
HP:0001211,Abnormal fingertip morphology,UBERON:0009552,PATO:0000051
HP:0001211,Abnormal fingertip morphology,UBERON:0009552,PATO:0000460
HP:0001212,Prominent fingertip pads,UBERON:0009552,PATO:0000460
HP:0011300,Broad fingertip,UBERON:0009552,PATO:0000460
HP:0011300,Broad fingertip,UBERON:0009552,PATO:0000600
HP:0001212,Prominent fingertip pads,UBERON:0009552,PATO:0001482
HP:0001231,Abnormal fingernail morphology,UBERON:0009565,PATO:0000051
HP:0001231,Abnormal fingernail morphology,UBERON:0009565,PATO:0000460
HP:0001804,Hypoplastic fingernail,UBERON:0009565,PATO:0000460
HP:0001817,Absent fingernail,UBERON:0009565,PATO:0000460
HP:0008391,Dystrophic fingernails,UBERON:0009565,PATO:0000460
HP:0012742,Thin fingernail,UBERON:0009565,PATO:0000460
HP:0040036,Onychogryposis of fingernail,UBERON:0009565,PATO:0000460
HP:0040039,Onycholysis of fingernails,UBERON:0009565,PATO:0000460
HP:0001817,Absent fingernail,UBERON:0009565,PATO:0000462
HP:0040036,Onychogryposis of fingernail,UBERON:0009565,PATO:0000591
HP:0012742,Thin fingernail,UBERON:0009565,PATO:0000592
HP:0001804,Hypoplastic fingernail,UBERON:0009565,PATO:0000645
HP:0040039,Onycholysis of fingernails,UBERON:0009565,PATO:0001453
HP:0008391,Dystrophic fingernails,UBERON:0009565,PATO:0001780
HP:0008388,Abnormal toenail morphology,UBERON:0009567,PATO:0000051
HP:0001800,Hypoplastic toenails,UBERON:0009567,PATO:0000460
HP:0001802,Absent toenail,UBERON:0009567,PATO:0000460
HP:0001810,Dystrophic toenail,UBERON:0009567,PATO:0000460
HP:0008388,Abnormal toenail morphology,UBERON:0009567,PATO:0000460
HP:0008401,Onychogryposis of toenails,UBERON:0009567,PATO:0000460
HP:0012746,Thin toenail,UBERON:0009567,PATO:0000460
HP:0040040,Toenail onycholysis,UBERON:0009567,PATO:0000460
HP:0100797,Toenail dysplasia,UBERON:0009567,PATO:0000460
HP:0001802,Absent toenail,UBERON:0009567,PATO:0000462
HP:0008401,Onychogryposis of toenails,UBERON:0009567,PATO:0000591
HP:0012746,Thin toenail,UBERON:0009567,PATO:0000592
HP:0100797,Toenail dysplasia,UBERON:0009567,PATO:0000640
HP:0001800,Hypoplastic toenails,UBERON:0009567,PATO:0000645
HP:0040040,Toenail onycholysis,UBERON:0009567,PATO:0001453
HP:0001810,Dystrophic toenail,UBERON:0009567,PATO:0001780
HP:0002944,Thoracolumbar scoliosis,UBERON:0009568,PATO:0000460
HP:0003423,Thoracolumbar kyphoscoliosis,UBERON:0009568,PATO:0000460
HP:0005619,Thoracolumbar kyphosis,UBERON:0009568,PATO:0000460
HP:0008425,Cuboid-shaped thoracolumbar vertebral bodies,UBERON:0009568,PATO:0000460
HP:0008464,Absent spinous processes of lower thoracic and lumbar vertebrae,UBERON:0009568,PATO:0000460
HP:0008464,Absent spinous processes of lower thoracic and lumbar vertebrae,UBERON:0009568,PATO:0000462
HP:0002944,Thoracolumbar scoliosis,UBERON:0009568,PATO:0001869
HP:0008425,Cuboid-shaped thoracolumbar vertebral bodies,UBERON:0009568,PATO:0001872
HP:0002944,Thoracolumbar scoliosis,UBERON:0009568,PATO:0002049
HP:0000689,Dental malocclusion,UBERON:0009679,PATO:0000460
HP:0000689,Dental malocclusion,UBERON:0009679,PATO:0001654
HP:0000689,Dental malocclusion,UBERON:0009680,PATO:0000460
HP:0000689,Dental malocclusion,UBERON:0009680,PATO:0001654
HP:0006167,Prominent proximal interphalangeal joints,UBERON:0009767,PATO:0000460
HP:0006185,Enlarged proximal interphalangeal joints,UBERON:0009767,PATO:0000460
HP:0006253,Swelling of proximal interphalangeal joints,UBERON:0009767,PATO:0000460
HP:0009185,Contracture of the proximal interphalangeal joint of the 5th finger,UBERON:0009767,PATO:0000460
HP:0009276,Contracture of the proximal interphalangeal joint of the 4th finger,UBERON:0009767,PATO:0000460
HP:0009471,Contracture of the proximal interphalangeal joint of the 3rd finger,UBERON:0009767,PATO:0000460
HP:0009540,Contracture of the proximal interphalangeal joint of the 2nd finger,UBERON:0009767,PATO:0000460
HP:0100348,Contracture of the proximal interphalangeal joint of the 2nd toe,UBERON:0009767,PATO:0000460
HP:0100349,Contracture of the proximal interphalangeal joint of the 3rd toe,UBERON:0009767,PATO:0000460
HP:0100350,Contracture of the proximal interphalangeal joint of the 4th toe,UBERON:0009767,PATO:0000460
HP:0100351,Contractures of the proximal interphalangeal joint of the 5th toe,UBERON:0009767,PATO:0000460
HP:0006185,Enlarged proximal interphalangeal joints,UBERON:0009767,PATO:0000586
HP:0006167,Prominent proximal interphalangeal joints,UBERON:0009767,PATO:0001482
HP:0006253,Swelling of proximal interphalangeal joints,UBERON:0009767,PATO:0001851
HP:0006201,Hypermobility of distal interphalangeal joints,UBERON:0009768,PATO:0000460
HP:0006233,Osteoarthritis of the distal interphalangeal joint,UBERON:0009768,PATO:0000460
HP:0009184,Contracture of the distal interphalangeal joint of the 5th finger,UBERON:0009768,PATO:0000460
HP:0009697,Contracture of the distal interphalangeal joint of the fingers,UBERON:0009768,PATO:0000460
HP:0006201,Hypermobility of distal interphalangeal joints,UBERON:0009768,PATO:0002282
HP:0008682,Renal tubular epithelial necrosis,UBERON:0009773,PATO:0000389
HP:0008682,Renal tubular epithelial necrosis,UBERON:0009773,PATO:0000460
HP:0032622,Tubular luminal dilatation,UBERON:0009773,PATO:0000460
HP:0041050,Renal tubular cyst,UBERON:0009773,PATO:0000460
HP:0041050,Renal tubular cyst,UBERON:0009773,PATO:0000470
HP:0008682,Renal tubular epithelial necrosis,UBERON:0009773,PATO:0000647
HP:0032622,Tubular luminal dilatation,UBERON:0009773,PATO:0001571
HP:0008114,Metatarsal diaphyseal endosteal sclerosis,UBERON:0009859,PATO:0000460
HP:0008114,Metatarsal diaphyseal endosteal sclerosis,UBERON:0009859,PATO:0000470
HP:0004241,Stippled calcification in carpal bones,UBERON:0009880,PATO:0000460
HP:0004241,Stippled calcification in carpal bones,UBERON:0009880,PATO:0001447
HP:0004241,Stippled calcification in carpal bones,UBERON:0009880,PATO:0001512
HP:0008714,Ureterovesical stenosis,UBERON:0009973,PATO:0000460
HP:0030735,Ureterovesical junction obstruction,UBERON:0009973,PATO:0000460
HP:0030735,Ureterovesical junction obstruction,UBERON:0009973,PATO:0000648
HP:0008714,Ureterovesical stenosis,UBERON:0009973,PATO:0001847
HP:0000534,Abnormal eyebrow morphology,UBERON:0010163,PATO:0000051
HP:0040296,Abnormal location of the eyebrow,UBERON:0010163,PATO:0000140
HP:0002226,White eyebrow,UBERON:0010163,PATO:0000323
HP:0000534,Abnormal eyebrow morphology,UBERON:0010163,PATO:0000460
HP:0000574,Thick eyebrow,UBERON:0010163,PATO:0000460
HP:0002223,Absent eyebrow,UBERON:0010163,PATO:0000460
HP:0002226,White eyebrow,UBERON:0010163,PATO:0000460
HP:0002553,Highly arched eyebrow,UBERON:0010163,PATO:0000460
HP:0004523,Long eyebrows,UBERON:0010163,PATO:0000460
HP:0010730,Double eyebrow,UBERON:0010163,PATO:0000460
HP:0011229,Broad eyebrow,UBERON:0010163,PATO:0000460
HP:0040296,Abnormal location of the eyebrow,UBERON:0010163,PATO:0000460
HP:0045074,Thin eyebrow,UBERON:0010163,PATO:0000460
HP:0045075,Sparse eyebrow,UBERON:0010163,PATO:0000460
HP:0100840,Aplasia/Hypoplasia of the eyebrow,UBERON:0010163,PATO:0000460
HP:0002223,Absent eyebrow,UBERON:0010163,PATO:0000462
HP:0004523,Long eyebrows,UBERON:0010163,PATO:0000573
HP:0000574,Thick eyebrow,UBERON:0010163,PATO:0000591
HP:0045074,Thin eyebrow,UBERON:0010163,PATO:0000592
HP:0011229,Broad eyebrow,UBERON:0010163,PATO:0000600
HP:0010730,Double eyebrow,UBERON:0010163,PATO:0001473
HP:0002553,Highly arched eyebrow,UBERON:0010163,PATO:0001594
HP:0045075,Sparse eyebrow,UBERON:0010163,PATO:0001609
HP:0100840,Aplasia/Hypoplasia of the eyebrow,UBERON:0010163,PATO:0002290
HP:0002219,Facial hypertrichosis,UBERON:0010171,PATO:0000460
HP:0002550,Absent facial hair,UBERON:0010171,PATO:0000460
HP:0009937,Facial hirsutism,UBERON:0010171,PATO:0000460
HP:0002550,Absent facial hair,UBERON:0010171,PATO:0000462
HP:0002219,Facial hypertrichosis,UBERON:0010171,PATO:0000470
HP:0009937,Facial hirsutism,UBERON:0010171,PATO:0000470
HP:0000316,Hypertelorism,UBERON:0010222,PATO:0000460
HP:0000486,Strabismus,UBERON:0010222,PATO:0000460
HP:0000601,Hypotelorism,UBERON:0010222,PATO:0000460
HP:0000316,Hypertelorism,UBERON:0010222,PATO:0000573
HP:0000601,Hypotelorism,UBERON:0010222,PATO:0000574
HP:0000486,Strabismus,UBERON:0010222,PATO:0001654
HP:0000478,Abnormality of the eye,UBERON:0010230,PATO:0000001
HP:0100887,Abnormality of globe size,UBERON:0010230,PATO:0000117
HP:0100886,Abnormality of globe location,UBERON:0010230,PATO:0000140
HP:0007537,Severe photosensitivity,UBERON:0010230,PATO:0000396
HP:0000478,Abnormality of the eye,UBERON:0010230,PATO:0000460
HP:0000490,Deeply set eye,UBERON:0010230,PATO:0000460
HP:0000520,Proptosis,UBERON:0010230,PATO:0000460
HP:0000528,Anophthalmia,UBERON:0010230,PATO:0000460
HP:0000541,Retinal detachment,UBERON:0010230,PATO:0000460
HP:0000568,Microphthalmia,UBERON:0010230,PATO:0000460
HP:0000589,Coloboma,UBERON:0010230,PATO:0000460
HP:0000667,Phthisis bulbi,UBERON:0010230,PATO:0000460
HP:0001090,Abnormally large globe,UBERON:0010230,PATO:0000460
HP:0001107,Ocular albinism,UBERON:0010230,PATO:0000460
HP:0007537,Severe photosensitivity,UBERON:0010230,PATO:0000460
HP:0007633,Bilateral microphthalmos,UBERON:0010230,PATO:0000460
HP:0008056,Aplasia/Hypoplasia affecting the eye,UBERON:0010230,PATO:0000460
HP:0010568,Hamartoma of the eye,UBERON:0010230,PATO:0000460
HP:0100533,Inflammatory abnormality of the eye,UBERON:0010230,PATO:0000460
HP:0100886,Abnormality of globe location,UBERON:0010230,PATO:0000460
HP:0100887,Abnormality of globe size,UBERON:0010230,PATO:0000460
HP:0000528,Anophthalmia,UBERON:0010230,PATO:0000462
HP:0001107,Ocular albinism,UBERON:0010230,PATO:0000462
HP:0010568,Hamartoma of the eye,UBERON:0010230,PATO:0000470
HP:0001090,Abnormally large globe,UBERON:0010230,PATO:0000586
HP:0000568,Microphthalmia,UBERON:0010230,PATO:0000587
HP:0007633,Bilateral microphthalmos,UBERON:0010230,PATO:0000587
HP:0000589,Coloboma,UBERON:0010230,PATO:0000609
HP:0007633,Bilateral microphthalmos,UBERON:0010230,PATO:0000618
HP:0000667,Phthisis bulbi,UBERON:0010230,PATO:0000646
HP:0100533,Inflammatory abnormality of the eye,UBERON:0010230,PATO:0000912
HP:0007537,Severe photosensitivity,UBERON:0010230,PATO:0000927
HP:0000541,Retinal detachment,UBERON:0010230,PATO:0001453
HP:0000490,Deeply set eye,UBERON:0010230,PATO:0001477
HP:0000520,Proptosis,UBERON:0010230,PATO:0001598
HP:0008056,Aplasia/Hypoplasia affecting the eye,UBERON:0010230,PATO:0002290
HP:3000012,Abnormality of palatopharyngeus muscle,UBERON:0010234,PATO:0000001
HP:3000012,Abnormality of palatopharyngeus muscle,UBERON:0010234,PATO:0000460
HP:0430017,Abnormality of uvular muscle,UBERON:0010235,PATO:0000001
HP:0430017,Abnormality of uvular muscle,UBERON:0010235,PATO:0000460
HP:0011403,Abnormal umbilical cord blood vessel morphology,UBERON:0010260,PATO:0000051
HP:0011403,Abnormal umbilical cord blood vessel morphology,UBERON:0010260,PATO:0000460
HP:0100954,Open operculum,UBERON:0010262,PATO:0000460
HP:0100954,Open operculum,UBERON:0010262,PATO:0000609
HP:0011479,Abnormal lacrimal punctum morphology,UBERON:0010284,PATO:0000051
HP:0010748,Ectopic lacrimal punctum,UBERON:0010284,PATO:0000140
HP:0001092,Absent lacrimal punctum,UBERON:0010284,PATO:0000460
HP:0007820,Lacrimal punctal atresia,UBERON:0010284,PATO:0000460
HP:0007892,Hypoplasia of the lacrimal punctum,UBERON:0010284,PATO:0000460
HP:0010748,Ectopic lacrimal punctum,UBERON:0010284,PATO:0000460
HP:0011479,Abnormal lacrimal punctum morphology,UBERON:0010284,PATO:0000460
HP:0007892,Hypoplasia of the lacrimal punctum,UBERON:0010284,PATO:0000645
HP:0001092,Absent lacrimal punctum,UBERON:0010284,PATO:0001483
HP:0007820,Lacrimal punctal atresia,UBERON:0010284,PATO:0001819
HP:0004997,Multicentric ossification of proximal humeral epiphyses,UBERON:0010355,PATO:0000460
HP:0006067,Multiple carpal ossification centers,UBERON:0010355,PATO:0000460
HP:0006176,Two carpal ossification centers present at birth,UBERON:0010355,PATO:0000460
HP:0006450,Multicentric ossification of proximal femoral epiphyses,UBERON:0010355,PATO:0000460
HP:0006611,Decreased number of sternal ossification centers,UBERON:0010355,PATO:0000460
HP:0006642,Large sternal ossification centers,UBERON:0010355,PATO:0000460
HP:0006643,Fused sternal ossification centers,UBERON:0010355,PATO:0000460
HP:0008835,Multicentric femoral head ossification,UBERON:0010355,PATO:0000460
HP:0009193,Metacarpal pseudoepiphysis,UBERON:0010355,PATO:0000460
HP:0004997,Multicentric ossification of proximal humeral epiphyses,UBERON:0010355,PATO:0000470
HP:0006067,Multiple carpal ossification centers,UBERON:0010355,PATO:0000470
HP:0006450,Multicentric ossification of proximal femoral epiphyses,UBERON:0010355,PATO:0000470
HP:0008835,Multicentric femoral head ossification,UBERON:0010355,PATO:0000470
HP:0009193,Metacarpal pseudoepiphysis,UBERON:0010355,PATO:0000470
HP:0006642,Large sternal ossification centers,UBERON:0010355,PATO:0000586
HP:0006643,Fused sternal ossification centers,UBERON:0010355,PATO:0000642
HP:0006176,Two carpal ossification centers present at birth,UBERON:0010355,PATO:0001473
HP:0006611,Decreased number of sternal ossification centers,UBERON:0010355,PATO:0001997
HP:0008438,Vertebral arch anomaly,UBERON:0010358,PATO:0000001
HP:0004616,Cleft vertebral arch,UBERON:0010358,PATO:0000460
HP:0008438,Vertebral arch anomaly,UBERON:0010358,PATO:0000460
HP:0010301,Spinal dysraphism,UBERON:0010358,PATO:0000460
HP:0010301,Spinal dysraphism,UBERON:0010358,PATO:0000609
HP:0004616,Cleft vertebral arch,UBERON:0010358,PATO:0001786
HP:3000050,Abnormal odontoid tissue morphology,UBERON:0010365,PATO:0000051
HP:3000050,Abnormal odontoid tissue morphology,UBERON:0010365,PATO:0000460
HP:3000023,Abnormality of angular artery,UBERON:0010408,PATO:0000001
HP:3000023,Abnormality of angular artery,UBERON:0010408,PATO:0000460
HP:0000415,Abnormal choanae morphology,UBERON:0010425,PATO:0000001
HP:0000415,Abnormal choanae morphology,UBERON:0010425,PATO:0000460
HP:0000452,Choanal stenosis,UBERON:0010425,PATO:0000460
HP:0000452,Choanal stenosis,UBERON:0010425,PATO:0001847
HP:0041119,Fractured metacarpus skeleton,UBERON:0010544,PATO:0000460
HP:0041119,Fractured metacarpus skeleton,UBERON:0010544,PATO:0040034
HP:0006505,Abnormal limb epiphysis morphology,UBERON:0010707,PATO:0000051
HP:0001528,Hemihypertrophy,UBERON:0010707,PATO:0000460
HP:0002070,Limb ataxia,UBERON:0010707,PATO:0000460
HP:0002406,Limb dysmetria,UBERON:0010707,PATO:0000460
HP:0002983,Micromelia,UBERON:0010707,PATO:0000460
HP:0003121,Limb joint contracture,UBERON:0010707,PATO:0000460
HP:0003635,Loss of subcutaneous adipose tissue in limbs,UBERON:0010707,PATO:0000460
HP:0006505,Abnormal limb epiphysis morphology,UBERON:0010707,PATO:0000460
HP:0010442,Polydactyly,UBERON:0010707,PATO:0000460
HP:0012165,Oligodactyly,UBERON:0010707,PATO:0000460
HP:0100260,Mesoaxial polydactyly,UBERON:0010707,PATO:0000460
HP:0100524,Limb duplication,UBERON:0010707,PATO:0000460
HP:0100556,Hemiatrophy,UBERON:0010707,PATO:0000460
HP:0010442,Polydactyly,UBERON:0010707,PATO:0000470
HP:0100260,Mesoaxial polydactyly,UBERON:0010707,PATO:0000470
HP:0100556,Hemiatrophy,UBERON:0010707,PATO:0000574
HP:0001528,Hemihypertrophy,UBERON:0010707,PATO:0000584
HP:0002983,Micromelia,UBERON:0010707,PATO:0000587
HP:0001528,Hemihypertrophy,UBERON:0010707,PATO:0000616
HP:0100556,Hemiatrophy,UBERON:0010707,PATO:0000616
HP:0100524,Limb duplication,UBERON:0010707,PATO:0001473
HP:0003635,Loss of subcutaneous adipose tissue in limbs,UBERON:0010707,PATO:0001997
HP:0012165,Oligodactyly,UBERON:0010707,PATO:0001997
HP:0003839,Abnormal upper limb epiphysis morphology,UBERON:0010708,PATO:0000001
HP:0009809,Abnormal upper limb metaphysis morphology,UBERON:0010708,PATO:0000051
HP:0009810,Abnormality of upper limb joint,UBERON:0010708,PATO:0000051
HP:0003843,Round epiphyses of the upper limbs,UBERON:0010708,PATO:0000411
HP:0003839,Abnormal upper limb epiphysis morphology,UBERON:0010708,PATO:0000460
HP:0003841,Fragmented epiphyses of the upper limbs,UBERON:0010708,PATO:0000460
HP:0003842,Irregular epiphyses of the upper limbs,UBERON:0010708,PATO:0000460
HP:0003843,Round epiphyses of the upper limbs,UBERON:0010708,PATO:0000460
HP:0003844,Small epiphyses of the upper limbs,UBERON:0010708,PATO:0000460
HP:0003846,Wide epiphyseal plates of the upper limbs,UBERON:0010708,PATO:0000460
HP:0003849,Flared upper limb metaphysis,UBERON:0010708,PATO:0000460
HP:0003850,Upper-limb metaphyseal irregularity,UBERON:0010708,PATO:0000460
HP:0003856,Upper limb metaphyseal widening,UBERON:0010708,PATO:0000460
HP:0003861,Broad diaphyses of the upper limbs,UBERON:0010708,PATO:0000460
HP:0003904,Wide epiphyses of the upper limbs,UBERON:0010708,PATO:0000460
HP:0006986,Upper limb spasticity,UBERON:0010708,PATO:0000460
HP:0007350,Upper limb hyperreflexia,UBERON:0010708,PATO:0000460
HP:0007351,Upper limb postural tremor,UBERON:0010708,PATO:0000460
HP:0009056,Loss of subcutaneous adipose tissue from upper limbs,UBERON:0010708,PATO:0000460
HP:0009809,Abnormal upper limb metaphysis morphology,UBERON:0010708,PATO:0000460
HP:0009810,Abnormality of upper limb joint,UBERON:0010708,PATO:0000460
HP:0009812,Amelia involving the upper limbs,UBERON:0010708,PATO:0000460
HP:0009813,Upper limb phocomelia,UBERON:0010708,PATO:0000460
HP:0009814,Upper limb peromelia,UBERON:0010708,PATO:0000460
HP:0010484,Hypertrophy of the upper limb,UBERON:0010708,PATO:0000460
HP:0010742,Edema of the upper limbs,UBERON:0010708,PATO:0000460
HP:0012046,Areflexia of upper limbs,UBERON:0010708,PATO:0000460
HP:0012391,Hyporeflexia of upper limbs,UBERON:0010708,PATO:0000460
HP:0100554,Hemihypertrophy of upper limb,UBERON:0010708,PATO:0000460
HP:0100558,Hemiatrophy of upper limb,UBERON:0010708,PATO:0000460
HP:0100560,Upper limb asymmetry,UBERON:0010708,PATO:0000460
HP:0012046,Areflexia of upper limbs,UBERON:0010708,PATO:0000462
HP:0100558,Hemiatrophy of upper limb,UBERON:0010708,PATO:0000574
HP:0010484,Hypertrophy of the upper limb,UBERON:0010708,PATO:0000584
HP:0100554,Hemihypertrophy of upper limb,UBERON:0010708,PATO:0000584
HP:0003844,Small epiphyses of the upper limbs,UBERON:0010708,PATO:0000587
HP:0003846,Wide epiphyseal plates of the upper limbs,UBERON:0010708,PATO:0000600
HP:0003856,Upper limb metaphyseal widening,UBERON:0010708,PATO:0000600
HP:0003861,Broad diaphyses of the upper limbs,UBERON:0010708,PATO:0000600
HP:0003904,Wide epiphyses of the upper limbs,UBERON:0010708,PATO:0000600
HP:0100554,Hemihypertrophy of upper limb,UBERON:0010708,PATO:0000616
HP:0100558,Hemiatrophy of upper limb,UBERON:0010708,PATO:0000616
HP:0100560,Upper limb asymmetry,UBERON:0010708,PATO:0000616
HP:0012391,Hyporeflexia of upper limbs,UBERON:0010708,PATO:0000911
HP:0007350,Upper limb hyperreflexia,UBERON:0010708,PATO:0000912
HP:0010742,Edema of the upper limbs,UBERON:0010708,PATO:0001450
HP:0009056,Loss of subcutaneous adipose tissue from upper limbs,UBERON:0010708,PATO:0001997
HP:0003842,Irregular epiphyses of the upper limbs,UBERON:0010708,PATO:0002141
HP:0003850,Upper-limb metaphyseal irregularity,UBERON:0010708,PATO:0002141
HP:0003841,Fragmented epiphyses of the upper limbs,UBERON:0010708,PATO:0040047
HP:0006500,Abnormal lower limb epiphysis morphology,UBERON:0010709,PATO:0000001
HP:0006490,Abnormal lower-limb metaphysis morphology,UBERON:0010709,PATO:0000051
HP:0002061,Lower limb spasticity,UBERON:0010709,PATO:0000460
HP:0002395,Lower limb hyperreflexia,UBERON:0010709,PATO:0000460
HP:0002522,Areflexia of lower limbs,UBERON:0010709,PATO:0000460
HP:0002600,Hyporeflexia of lower limbs,UBERON:0010709,PATO:0000460
HP:0005750,Lower-limb joint contracture,UBERON:0010709,PATO:0000460
HP:0006385,Short lower limbs,UBERON:0010709,PATO:0000460
HP:0006463,Rickets of the lower limbs,UBERON:0010709,PATO:0000460
HP:0006490,Abnormal lower-limb metaphysis morphology,UBERON:0010709,PATO:0000460
HP:0006500,Abnormal lower limb epiphysis morphology,UBERON:0010709,PATO:0000460
HP:0009818,Amelia involving the lower limbs,UBERON:0010709,PATO:0000460
HP:0009819,Lower limb phocomelia,UBERON:0010709,PATO:0000460
HP:0009820,Lower limb peromelia,UBERON:0010709,PATO:0000460
HP:0030291,Lower-limb metaphyseal irregularity,UBERON:0010709,PATO:0000460
HP:0100553,Hemihypertrophy of lower limb,UBERON:0010709,PATO:0000460
HP:0100557,Hemiatrophy of lower limb,UBERON:0010709,PATO:0000460
HP:0100559,Lower limb asymmetry,UBERON:0010709,PATO:0000460
HP:0002522,Areflexia of lower limbs,UBERON:0010709,PATO:0000462
HP:0006385,Short lower limbs,UBERON:0010709,PATO:0000574
HP:0100557,Hemiatrophy of lower limb,UBERON:0010709,PATO:0000574
HP:0100553,Hemihypertrophy of lower limb,UBERON:0010709,PATO:0000584
HP:0100553,Hemihypertrophy of lower limb,UBERON:0010709,PATO:0000616
HP:0100557,Hemiatrophy of lower limb,UBERON:0010709,PATO:0000616
HP:0100559,Lower limb asymmetry,UBERON:0010709,PATO:0000616
HP:0002600,Hyporeflexia of lower limbs,UBERON:0010709,PATO:0000911
HP:0002395,Lower limb hyperreflexia,UBERON:0010709,PATO:0000912
HP:0030291,Lower-limb metaphyseal irregularity,UBERON:0010709,PATO:0002141
HP:0041226,Fractured distal tarsal bone,UBERON:0010721,PATO:0000460
HP:0041226,Fractured distal tarsal bone,UBERON:0010721,PATO:0040034
HP:0040070,Abnormal upper limb bone morphology,UBERON:0010741,PATO:0000051
HP:0040070,Abnormal upper limb bone morphology,UBERON:0010741,PATO:0000460
HP:0040069,Abnormal lower limb bone morphology,UBERON:0010742,PATO:0000051
HP:0040069,Abnormal lower limb bone morphology,UBERON:0010742,PATO:0000460
HP:0001287,Meningitis,UBERON:0010743,PATO:0000460
HP:0100250,Meningeal calcification,UBERON:0010743,PATO:0000460
HP:0001287,Meningitis,UBERON:0010743,PATO:0000912
HP:0100250,Meningeal calcification,UBERON:0010743,PATO:0001447
HP:0011867,Abnormal iliac wing morphology,UBERON:0010746,PATO:0000051
HP:0002866,Hypoplastic iliac wing,UBERON:0010746,PATO:0000460
HP:0002868,Narrow iliac wing,UBERON:0010746,PATO:0000460
HP:0002869,Flared iliac wing,UBERON:0010746,PATO:0000460
HP:0003277,Constricted iliac wing,UBERON:0010746,PATO:0000460
HP:0008794,Dysplastic iliac wing,UBERON:0010746,PATO:0000460
HP:0008808,High iliac wing,UBERON:0010746,PATO:0000460
HP:0008818,Large iliac wing,UBERON:0010746,PATO:0000460
HP:0011867,Abnormal iliac wing morphology,UBERON:0010746,PATO:0000460
HP:0008808,High iliac wing,UBERON:0010746,PATO:0000570
HP:0008818,Large iliac wing,UBERON:0010746,PATO:0000586
HP:0002868,Narrow iliac wing,UBERON:0010746,PATO:0000599
HP:0008794,Dysplastic iliac wing,UBERON:0010746,PATO:0000640
HP:0002866,Hypoplastic iliac wing,UBERON:0010746,PATO:0000645
