hpo_id1,hpo_term1,hpo_id2,hpo_term2,inverse_verified_by_llm_openai,inverse_verified_by_llm_aws,inverse_verified_by_llm_deepseek,inverse_verified_by_llm_together,inverse_verified_by_llm_google,inverse_verified_by_llm_xai
HP:0008935,generalized neonatal hypotonia,HP:6000316,spastic monoplegia,no,no,no,yes,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0001258,spastic paraplegia,yes,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0002510,spastic tetraplegia,yes,no,no,yes,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0034183,spastic triplegia,no,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0002464,spastic dysarthria,no,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0007020,progressive spastic paraplegia,no,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0001257,spasticity,yes,no,no,yes,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0002191,progressive spasticity,yes,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0006986,upper limb spasticity,no,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0007158,progressive extrapyramidal muscular rigidity,no,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0001264,spastic diplegia,yes,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0002179,opisthotonus,no,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0007076,extrapyramidal muscular rigidity,yes,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0007199,progressive spastic paraparesis,no,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0002063,rigidity,yes,no,no,yes,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0031958,spastic paraparetic gait,no,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0002509,limb hypertonia,yes,no,no,no,no,no
HP:0008935,generalized neonatal hypotonia,HP:0002313,spastic paraparesis,yes,no,no,no,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0002064,spastic gait,yes,no,no,yes,no,yes
HP:0008935,generalized neonatal hypotonia,HP:0002478,progressive spastic quadriplegia,no,no,no,no,no,yes
HP:0008936,axial hypotonia,HP:0011099,spastic hemiparesis,no,no,no,no,no,yes
HP:0008936,axial hypotonia,HP:0001276,hypertonia,yes,no,no,yes,yes,yes
HP:0008936,axial hypotonia,HP:0001285,spastic tetraparesis,yes,no,yes,yes,no,no
HP:0008936,axial hypotonia,HP:0025013,decerebrate rigidity,yes,no,no,yes,yes,yes
HP:0008936,axial hypotonia,HP:0002396,cogwheel rigidity,no,no,no,yes,no,yes
HP:0008936,axial hypotonia,HP:0011444,decorticate rigidity,yes,no,no,yes,no,yes
HP:0008936,axial hypotonia,HP:0031957,spastic hemiparetic gait,no,no,no,yes,no,no
HP:0008936,axial hypotonia,HP:0001258,spastic paraplegia,no,no,no,no,no,yes
HP:0008936,axial hypotonia,HP:0002510,spastic tetraplegia,yes,no,no,yes,no,yes
HP:0008936,axial hypotonia,HP:0031867,neck hypertonia,yes,yes,no,no,yes,no
HP:0008936,axial hypotonia,HP:0001257,spasticity,yes,no,no,yes,no,yes
HP:0008936,axial hypotonia,HP:0002191,progressive spasticity,no,no,no,yes,no,yes
HP:0008936,axial hypotonia,HP:0007158,progressive extrapyramidal muscular rigidity,no,no,no,no,no,yes
HP:0008936,axial hypotonia,HP:0002179,opisthotonus,yes,no,yes,yes,no,yes
HP:0008936,axial hypotonia,HP:0007076,extrapyramidal muscular rigidity,yes,no,no,yes,no,yes
HP:0008936,axial hypotonia,HP:0002063,rigidity,yes,no,no,yes,yes,yes
HP:0008936,axial hypotonia,HP:0031958,spastic paraparetic gait,no,no,no,yes,no,no
HP:0008947,infantile muscular hypotonia,HP:0031866,clasp-knife sign,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0011099,spastic hemiparesis,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0001276,hypertonia,yes,no,no,yes,yes,yes
HP:0008947,infantile muscular hypotonia,HP:0001285,spastic tetraparesis,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0012407,scissor gait,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0025013,decerebrate rigidity,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002491,spasticity of facial muscles,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002396,cogwheel rigidity,no,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0034353,appendicular spasticity,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0011444,decorticate rigidity,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0031957,spastic hemiparetic gait,no,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:6000316,spastic monoplegia,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0001258,spastic paraplegia,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002510,spastic tetraplegia,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0031867,neck hypertonia,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0200049,upper limb hypertonia,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0034183,spastic triplegia,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002061,lower limb spasticity,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0007020,progressive spastic paraplegia,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0001257,spasticity,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002501,spasticity of pharyngeal muscles,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002191,progressive spasticity,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0006986,upper limb spasticity,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0007158,progressive extrapyramidal muscular rigidity,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0001264,spastic diplegia,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002179,opisthotonus,no,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0007076,extrapyramidal muscular rigidity,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0007199,progressive spastic paraparesis,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002063,rigidity,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0031958,spastic paraparetic gait,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002509,limb hypertonia,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002313,spastic paraparesis,yes,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002064,spastic gait,yes,no,no,yes,no,yes
HP:0008947,infantile muscular hypotonia,HP:0002478,progressive spastic quadriplegia,no,no,no,no,no,yes
HP:0008947,infantile muscular hypotonia,HP:0006895,lower limb hypertonia,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0031866,clasp-knife sign,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0011099,spastic hemiparesis,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0001276,hypertonia,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0001285,spastic tetraparesis,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0025013,decerebrate rigidity,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002491,spasticity of facial muscles,yes,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002396,cogwheel rigidity,no,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0034353,appendicular spasticity,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0011444,decorticate rigidity,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0031957,spastic hemiparetic gait,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:6000316,spastic monoplegia,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0001258,spastic paraplegia,no,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002510,spastic tetraplegia,no,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0031867,neck hypertonia,yes,no,no,no,no,no
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0200049,upper limb hypertonia,yes,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0034183,spastic triplegia,no,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002464,spastic dysarthria,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0007020,progressive spastic paraplegia,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0001257,spasticity,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002501,spasticity of pharyngeal muscles,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002191,progressive spasticity,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0006986,upper limb spasticity,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0007158,progressive extrapyramidal muscular rigidity,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0001264,spastic diplegia,no,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002179,opisthotonus,no,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0007076,extrapyramidal muscular rigidity,yes,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0007199,progressive spastic paraparesis,no,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002063,rigidity,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0031958,spastic paraparetic gait,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002509,limb hypertonia,yes,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002313,spastic paraparesis,yes,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002064,spastic gait,no,no,no,no,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0002478,progressive spastic quadriplegia,no,no,no,yes,no,yes
HP:0003397,generalized hypotonia due to defect at the neuromuscular junction,HP:0006895,lower limb hypertonia,yes,no,no,no,no,no
HP:0000297,facial hypotonia,HP:0011099,spastic hemiparesis,no,no,no,no,no,yes
HP:0000297,facial hypotonia,HP:0001276,hypertonia,yes,no,no,yes,no,yes
HP:0000297,facial hypotonia,HP:0001285,spastic tetraparesis,no,no,no,yes,no,no
HP:0000297,facial hypotonia,HP:0025013,decerebrate rigidity,yes,no,no,yes,no,yes
HP:0000297,facial hypotonia,HP:0002491,spasticity of facial muscles,yes,no,no,yes,yes,yes
HP:0000297,facial hypotonia,HP:0002396,cogwheel rigidity,no,no,no,yes,no,yes
HP:0000297,facial hypotonia,HP:0011444,decorticate rigidity,no,no,no,no,no,yes
HP:0000297,facial hypotonia,HP:0002464,spastic dysarthria,no,no,no,no,no,yes
HP:0000297,facial hypotonia,HP:0001257,spasticity,yes,no,no,yes,no,yes
HP:0000297,facial hypotonia,HP:0002191,progressive spasticity,no,no,no,yes,no,yes
HP:0000297,facial hypotonia,HP:0007158,progressive extrapyramidal muscular rigidity,no,no,no,no,no,yes
HP:0000297,facial hypotonia,HP:0001264,spastic diplegia,no,no,no,no,no,yes
HP:0000297,facial hypotonia,HP:0002179,opisthotonus,no,no,no,yes,no,no
HP:0000297,facial hypotonia,HP:0007076,extrapyramidal muscular rigidity,no,no,no,no,no,yes
HP:0000297,facial hypotonia,HP:0002063,rigidity,no,no,no,no,no,yes
HP:0000297,facial hypotonia,HP:0002064,spastic gait,no,no,no,no,no,yes
HP:0005832,dysharmonic delayed bone age,HP:0002805,accelerated bone age after puberty,yes,no,no,no,no,yes
HP:0005832,dysharmonic delayed bone age,HP:0005616,accelerated skeletal maturation,yes,yes,no,yes,yes,yes
HP:0003799,marked delay in bone age,HP:0200001,dysharmonic accelerated bone age,yes,no,no,yes,no,yes
HP:0003799,marked delay in bone age,HP:0002805,accelerated bone age after puberty,yes,no,yes,no,no,yes
HP:0003799,marked delay in bone age,HP:0005616,accelerated skeletal maturation,yes,yes,no,yes,yes,yes
HP:0002750,delayed skeletal maturation,HP:0200001,dysharmonic accelerated bone age,yes,no,no,yes,no,yes
HP:0002750,delayed skeletal maturation,HP:0002805,accelerated bone age after puberty,yes,no,no,yes,no,yes
HP:0005193,restricted large joint movement,HP:0001187,hyperextensibility of the finger joints,yes,no,no,no,no,no
HP:0005193,restricted large joint movement,HP:0005190,proximal finger joint hyperextensibility,yes,no,no,no,no,no
HP:0005193,restricted large joint movement,HP:0006149,increased laxity of fingers,yes,no,no,no,no,no
HP:0005193,restricted large joint movement,HP:0006094,finger joint hypermobility,yes,no,no,no,no,no
HP:0025260,stiff wrist,HP:0001187,hyperextensibility of the finger joints,yes,no,no,no,no,no
HP:0025260,stiff wrist,HP:0005190,proximal finger joint hyperextensibility,yes,no,no,no,no,no
HP:0025260,stiff wrist,HP:0006149,increased laxity of fingers,yes,no,no,no,no,no
HP:0025260,stiff wrist,HP:0006094,finger joint hypermobility,yes,no,no,no,no,no
HP:0002987,elbow flexion contracture,HP:0001187,hyperextensibility of the finger joints,no,no,no,no,no,yes
HP:0025261,stiff finger,HP:0001187,hyperextensibility of the finger joints,yes,no,no,yes,yes,yes
HP:0025261,stiff finger,HP:0005190,proximal finger joint hyperextensibility,yes,no,no,yes,yes,yes
HP:0025261,stiff finger,HP:0006094,finger joint hypermobility,yes,yes,no,yes,yes,yes
HP:0001387,joint stiffness,HP:0001187,hyperextensibility of the finger joints,yes,no,no,yes,no,yes
HP:0001387,joint stiffness,HP:0005190,proximal finger joint hyperextensibility,yes,no,no,yes,no,yes
HP:0001387,joint stiffness,HP:0006149,increased laxity of fingers,yes,no,yes,yes,no,yes
HP:0001387,joint stiffness,HP:0006094,finger joint hypermobility,yes,no,no,yes,yes,yes
HP:0006064,limited interphalangeal movement,HP:0001187,hyperextensibility of the finger joints,yes,no,no,yes,yes,yes
HP:0006064,limited interphalangeal movement,HP:0005190,proximal finger joint hyperextensibility,yes,no,no,yes,no,no
HP:0006064,limited interphalangeal movement,HP:0006149,increased laxity of fingers,yes,no,no,yes,yes,yes
HP:0006064,limited interphalangeal movement,HP:0006094,finger joint hypermobility,yes,yes,no,yes,yes,yes
HP:0031013,ankylosis,HP:0001187,hyperextensibility of the finger joints,yes,no,no,yes,yes,yes
HP:0031013,ankylosis,HP:0005190,proximal finger joint hyperextensibility,no,no,no,yes,no,yes
HP:0031013,ankylosis,HP:0006149,increased laxity of fingers,yes,no,no,yes,no,yes
HP:0031013,ankylosis,HP:0006094,finger joint hypermobility,yes,no,no,yes,no,yes
HP:0005198,stiff interphalangeal joints,HP:0001187,hyperextensibility of the finger joints,yes,yes,no,yes,yes,yes
HP:0005198,stiff interphalangeal joints,HP:0005190,proximal finger joint hyperextensibility,yes,no,no,yes,yes,no
HP:0005198,stiff interphalangeal joints,HP:0006149,increased laxity of fingers,yes,yes,no,yes,yes,yes
HP:0005198,stiff interphalangeal joints,HP:0006094,finger joint hypermobility,yes,yes,no,yes,yes,yes
HP:0001376,limitation of joint mobility,HP:0001187,hyperextensibility of the finger joints,yes,no,yes,no,yes,yes
HP:0001376,limitation of joint mobility,HP:0005190,proximal finger joint hyperextensibility,yes,no,no,no,no,yes
HP:0001376,limitation of joint mobility,HP:0006149,increased laxity of fingers,yes,no,no,yes,no,yes
HP:0005197,generalized morning stiffness,HP:0001187,hyperextensibility of the finger joints,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0005190,proximal finger joint hyperextensibility,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0006149,increased laxity of fingers,no,no,no,no,no,yes
HP:0008090,ankylosis of feet small joints,HP:0001187,hyperextensibility of the finger joints,no,no,no,no,no,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0001187,hyperextensibility of the finger joints,yes,no,no,yes,yes,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0005190,proximal finger joint hyperextensibility,yes,no,no,yes,no,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0006149,increased laxity of fingers,yes,no,no,no,no,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0006094,finger joint hypermobility,yes,no,no,yes,yes,yes
HP:0040147,l-2-hydroxyglutaric acidemia,HP:0032369,alkalemia,no,no,no,no,no,yes
HP:0040145,dicarboxylic acidemia,HP:0032369,alkalemia,yes,no,no,no,no,yes
HP:0002912,methylmalonic acidemia,HP:0032369,alkalemia,yes,no,no,no,no,yes
HP:0004920,phenylpyruvic acidemia,HP:0032369,alkalemia,no,no,no,no,no,yes
HP:0003571,propionic acidemia,HP:0032369,alkalemia,yes,no,no,yes,no,yes
HP:0040146,d-2-hydroxyglutaric acidemia,HP:0032369,alkalemia,no,no,no,no,no,yes
HP:0004622,progressive intervertebral space narrowing,HP:0030320,increased intervertebral space,yes,no,no,yes,yes,yes
HP:0011480,unilateral microphthalmos,HP:0001090,abnormally large globe,yes,no,no,yes,no,yes
HP:0011480,unilateral microphthalmos,HP:0000557,buphthalmos,yes,no,no,no,no,yes
HP:0011480,unilateral microphthalmos,HP:0007800,increased axial length of the globe,yes,no,no,yes,no,yes
HP:0000568,microphthalmia,HP:0000557,buphthalmos,yes,no,no,yes,yes,yes
HP:0000568,microphthalmia,HP:0007800,increased axial length of the globe,yes,no,no,yes,yes,no
HP:0004856,normochromic microcytic anemia,HP:0003339,pyrimidine-responsive megaloblastic anemia,no,no,no,no,no,yes
HP:0004856,normochromic microcytic anemia,HP:0001972,macrocytic anemia,yes,no,no,yes,no,yes
HP:0004856,normochromic microcytic anemia,HP:0004851,folate-responsive megaloblastic anemia,yes,no,no,no,no,yes
HP:0004856,normochromic microcytic anemia,HP:0004857,hyperchromic macrocytic anemia,yes,yes,yes,yes,no,no
HP:0004856,normochromic microcytic anemia,HP:0004861,refractory macrocytic anemia,yes,no,no,yes,no,no
HP:0004856,normochromic microcytic anemia,HP:0001889,megaloblastic anemia,yes,no,no,no,no,yes
HP:0004856,normochromic microcytic anemia,HP:0005532,macrocytic dyserythropoietic anemia,yes,no,no,yes,no,yes
HP:0004856,normochromic microcytic anemia,HP:0004826,folate-unresponsive megaloblastic anemia,yes,no,no,no,no,yes
HP:0004856,normochromic microcytic anemia,HP:0004860,thiamine-responsive megaloblastic anemia,yes,no,no,no,no,yes
HP:0004840,hypochromic microcytic anemia,HP:0003339,pyrimidine-responsive megaloblastic anemia,yes,no,no,no,no,yes
HP:0004840,hypochromic microcytic anemia,HP:0001972,macrocytic anemia,yes,no,no,no,yes,yes
HP:0004840,hypochromic microcytic anemia,HP:0004851,folate-responsive megaloblastic anemia,yes,no,no,no,no,yes
HP:0004840,hypochromic microcytic anemia,HP:0004861,refractory macrocytic anemia,yes,no,no,yes,no,yes
HP:0004840,hypochromic microcytic anemia,HP:0001889,megaloblastic anemia,yes,no,no,no,no,no
HP:0004840,hypochromic microcytic anemia,HP:0005532,macrocytic dyserythropoietic anemia,yes,no,no,yes,no,yes
HP:0004840,hypochromic microcytic anemia,HP:0004826,folate-unresponsive megaloblastic anemia,yes,no,no,no,no,yes
HP:0004840,hypochromic microcytic anemia,HP:0004860,thiamine-responsive megaloblastic anemia,no,no,no,no,no,yes
HP:0001935,microcytic anemia,HP:0003339,pyrimidine-responsive megaloblastic anemia,yes,no,no,no,no,yes
HP:0001935,microcytic anemia,HP:0004851,folate-responsive megaloblastic anemia,yes,no,no,yes,no,yes
HP:0001935,microcytic anemia,HP:0004857,hyperchromic macrocytic anemia,yes,no,yes,no,no,yes
HP:0001935,microcytic anemia,HP:0004861,refractory macrocytic anemia,yes,no,no,yes,no,yes
HP:0001935,microcytic anemia,HP:0001889,megaloblastic anemia,no,yes,no,no,yes,yes
HP:0001935,microcytic anemia,HP:0005532,macrocytic dyserythropoietic anemia,yes,no,no,yes,no,yes
HP:0001935,microcytic anemia,HP:0004826,folate-unresponsive megaloblastic anemia,yes,no,no,yes,no,yes
HP:0001935,microcytic anemia,HP:0004860,thiamine-responsive megaloblastic anemia,yes,no,no,yes,no,yes
HP:0000308,microretrognathia,HP:0040309,increased size of the mandible,yes,no,no,yes,yes,yes
HP:0007628,mandibular condyle hypoplasia,HP:0040309,increased size of the mandible,yes,no,no,no,no,no
HP:0410219,hypoplasia of mandible relative to maxilla,HP:0040309,increased size of the mandible,yes,no,no,yes,no,yes
HP:0007627,mandibular condyle aplasia,HP:0040309,increased size of the mandible,yes,no,no,no,no,yes
HP:0031028,lactescent serum,HP:0045014,hypolipidemia,no,no,no,yes,no,yes
HP:0008279,transient hyperlipidemia,HP:0012153,hypotriglyceridemia,yes,no,no,yes,yes,no
HP:0008279,transient hyperlipidemia,HP:0045014,hypolipidemia,yes,no,no,yes,yes,yes
HP:0002155,hypertriglyceridemia,HP:0045014,hypolipidemia,no,yes,no,no,no,no
HP:0000303,mandibular prognathia,HP:0000308,microretrognathia,no,yes,yes,yes,yes,yes
HP:0000303,mandibular prognathia,HP:0007628,mandibular condyle hypoplasia,no,no,no,no,no,yes
HP:0000303,mandibular prognathia,HP:0410219,hypoplasia of mandible relative to maxilla,yes,no,yes,yes,yes,yes
HP:0030300,10 pairs of ribs,HP:0000891,cervical ribs,no,no,no,no,no,yes
HP:0030300,10 pairs of ribs,HP:0005815,supernumerary ribs,no,no,no,yes,no,yes
HP:0000921,missing ribs,HP:0000891,cervical ribs,no,no,no,no,no,yes
HP:0000878,11 pairs of ribs,HP:0000891,cervical ribs,no,no,no,no,no,yes
HP:0000878,11 pairs of ribs,HP:0005815,supernumerary ribs,yes,no,no,yes,no,yes
HP:0005193,restricted large joint movement,HP:0005639,hyperextensible hand joints,yes,no,no,no,no,yes
HP:0005193,restricted large joint movement,HP:0045087,hip joint hypermobility,yes,no,no,yes,yes,yes
HP:0005193,restricted large joint movement,HP:0005722,hyperextensible thumb,yes,no,no,no,no,no
HP:0005193,restricted large joint movement,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0005193,restricted large joint movement,HP:0430046,small joint hypermobilty,yes,no,no,no,no,no
HP:0005193,restricted large joint movement,HP:0005620,hypermobility of interphalangeal joints,yes,no,no,no,no,no
HP:0005193,restricted large joint movement,HP:0002761,generalized joint hypermobility,yes,yes,no,yes,yes,yes
HP:0005193,restricted large joint movement,HP:0020152,distal joint hypermobility,yes,no,no,no,yes,no
HP:0005193,restricted large joint movement,HP:0005072,wrist hypermobility,yes,no,no,no,no,yes
HP:0005193,restricted large joint movement,HP:0010485,hyperextensibility at elbow,yes,no,no,yes,no,yes
HP:0005193,restricted large joint movement,HP:0045086,knee joint hypermobility,yes,no,no,yes,yes,yes
HP:0003070,elbow ankylosis,HP:0005639,hyperextensible hand joints,no,no,no,no,no,yes
HP:0003070,elbow ankylosis,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0003070,elbow ankylosis,HP:0430046,small joint hypermobilty,yes,no,no,yes,no,no
HP:0003070,elbow ankylosis,HP:0002761,generalized joint hypermobility,yes,no,no,yes,no,yes
HP:0003070,elbow ankylosis,HP:0430047,large joint hypermobilty,yes,no,no,no,no,yes
HP:0003070,elbow ankylosis,HP:0010485,hyperextensibility at elbow,yes,no,no,yes,yes,yes
HP:0025262,stiff hip,HP:0045087,hip joint hypermobility,yes,yes,no,yes,yes,yes
HP:0025262,stiff hip,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0025262,stiff hip,HP:0430046,small joint hypermobilty,yes,no,no,no,no,no
HP:0025262,stiff hip,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,yes
HP:0025262,stiff hip,HP:0430047,large joint hypermobilty,yes,no,no,yes,yes,yes
HP:0025260,stiff wrist,HP:0005639,hyperextensible hand joints,yes,no,no,no,no,yes
HP:0025260,stiff wrist,HP:0005722,hyperextensible thumb,yes,no,no,no,no,no
HP:0025260,stiff wrist,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0025260,stiff wrist,HP:0430046,small joint hypermobilty,yes,no,no,yes,no,yes
HP:0025260,stiff wrist,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,yes
HP:0025260,stiff wrist,HP:0020152,distal joint hypermobility,yes,no,no,no,no,yes
HP:0025260,stiff wrist,HP:0005072,wrist hypermobility,yes,yes,no,yes,yes,yes
HP:0025260,stiff wrist,HP:0430047,large joint hypermobilty,yes,no,no,no,yes,yes
HP:6001194,limited shoulder external rotation,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:6001194,limited shoulder external rotation,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,no
HP:6001194,limited shoulder external rotation,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0033526,limited ankle dorsiflexion,HP:0001382,joint hypermobility,yes,no,no,yes,no,yes
HP:0033526,limited ankle dorsiflexion,HP:0430046,small joint hypermobilty,no,no,no,no,no,yes
HP:0033526,limited ankle dorsiflexion,HP:0002761,generalized joint hypermobility,no,no,no,yes,no,no
HP:0033526,limited ankle dorsiflexion,HP:0020152,distal joint hypermobility,no,no,no,no,no,yes
HP:0033526,limited ankle dorsiflexion,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0006389,limited knee flexion,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0006389,limited knee flexion,HP:0430046,small joint hypermobilty,yes,no,no,no,no,no
HP:0006389,limited knee flexion,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,no
HP:0006389,limited knee flexion,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0006389,limited knee flexion,HP:0045086,knee joint hypermobility,yes,no,no,yes,yes,yes
HP:0003093,limited hip extension,HP:0045087,hip joint hypermobility,yes,no,no,no,yes,yes
HP:0003093,limited hip extension,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0003093,limited hip extension,HP:0430046,small joint hypermobilty,yes,no,no,no,no,no
HP:0003093,limited hip extension,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,yes
HP:0003093,limited hip extension,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0010501,limitation of knee mobility,HP:0001382,joint hypermobility,yes,yes,no,no,yes,yes
HP:0010501,limitation of knee mobility,HP:0430046,small joint hypermobilty,yes,no,no,no,no,no
HP:0010501,limitation of knee mobility,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,yes
HP:0010501,limitation of knee mobility,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0010501,limitation of knee mobility,HP:0045086,knee joint hypermobility,yes,yes,no,yes,yes,yes
