hpo_id1,hpo_term1,hpo_id2,hpo_term2,inverse_verified_by_llm_openai,inverse_verified_by_llm_deepseek,inverse_verified_by_llm_claude,inverse_verified_by_llm_llama,inverse_verified_by_llm_gemini,inverse_verified_by_llm_grok,inverse_verified_by_llm_qwen
HP:0011509,Macular hyperpigmentation,HP:0040030,Chorioretinal hypopigmentation,yes,no,yes,no,yes,no,yes
HP:0011512,Hyperpigmentation of the fundus,HP:0012643,Foveal hypopigmentation,yes,yes,no,yes,yes,no,no
HP:0011512,Hyperpigmentation of the fundus,HP:0040030,Chorioretinal hypopigmentation,yes,yes,no,yes,yes,yes,yes
HP:0012115,Hepatitis,HP:0012648,Decreased inflammatory response,no,no,no,no,no,yes,no
HP:0012486,Myelitis,HP:0012648,Decreased inflammatory response,no,no,no,no,no,yes,yes
HP:0012490,Panniculitis,HP:0012648,Decreased inflammatory response,yes,no,no,no,no,yes,yes
HP:0012643,Foveal hypopigmentation,HP:0040031,Chorioretinal hyperpigmentation,yes,no,no,no,no,no,no
HP:0012648,Decreased inflammatory response,HP:0045073,Serositis,no,no,no,no,no,no,yes
HP:0012648,Decreased inflammatory response,HP:0100537,Fasciitis,no,no,no,no,no,yes,no
HP:0012648,Decreased inflammatory response,HP:0100614,Myositis,no,no,no,no,no,no,yes
