id1,id2,logical,text,inherit,term1,term2,inverse_verified_by_llm
HP:0007599,HP:0007509,t,t,t,generalized reticulate brown pigmentation,patchy hypo- and hyperpigmentation,no
HP:0007599,HP:0012320,t,t,t,generalized reticulate brown pigmentation,absent pigmentation of the limbs,yes
HP:0007599,HP:0005590,t,t,t,generalized reticulate brown pigmentation,spotty hypopigmentation,yes
HP:0007599,HP:0007554,t,t,t,generalized reticulate brown pigmentation,confetti hypopigmentation pattern of lower leg skin,yes
HP:0007599,HP:0001010,t,t,t,generalized reticulate brown pigmentation,hypopigmentation of the skin,yes
HP:0007599,HP:0009719,t,t,t,generalized reticulate brown pigmentation,hypomelanotic macule,yes
HP:0007599,HP:0007443,t,t,t,generalized reticulate brown pigmentation,partial albinism,yes
HP:0007599,HP:0007526,t,t,t,generalized reticulate brown pigmentation,hypopigmented skin patches on arms,yes
HP:0007599,HP:0007471,t,t,t,generalized reticulate brown pigmentation,axillary and groin hyperpigmentation and hypopigmentation,no
HP:0007599,HP:0007402,t,t,t,generalized reticulate brown pigmentation,areas of hypopigmentation and hyperpigmentation that do not follow blaschko lines,no
HP:0007599,HP:0007513,t,t,t,generalized reticulate brown pigmentation,generalized hypopigmentation,yes
HP:0007599,HP:0007542,t,t,t,generalized reticulate brown pigmentation,absent pigmentation of the ventral chest,no
HP:0007599,HP:0200098,t,t,t,generalized reticulate brown pigmentation,absent skin pigmentation,no
HP:0007599,HP:0007581,t,t,t,generalized reticulate brown pigmentation,"mediosternal, longitudinal streak of hypopigmentation",yes
HP:0007599,HP:0007494,t,t,t,generalized reticulate brown pigmentation,discrete 2 to 5-mm hyper- and hypopigmented macules,no
HP:0007599,HP:0030679,t,t,t,generalized reticulate brown pigmentation,ash-leaf spot,no
HP:0007599,HP:0007450,t,t,t,generalized reticulate brown pigmentation,increased groin pigmentation with raindrop depigmentation,no
HP:0007599,HP:0040007,t,t,t,generalized reticulate brown pigmentation,absent pigmentation of chest,no
HP:0007599,HP:0012319,t,t,t,generalized reticulate brown pigmentation,absent pigmentation of the abdomen,yes
HP:0007599,HP:0009123,t,t,t,generalized reticulate brown pigmentation,mixed hypo- and hyperpigmentation of the skin,no
HP:0007599,HP:0007441,t,t,t,generalized reticulate brown pigmentation,hyperpigmented/hypopigmented macules,no
HP:0007599,HP:0007544,t,t,t,generalized reticulate brown pigmentation,piebald skin depigmentation,yes
HP:0007599,HP:0005593,t,t,t,generalized reticulate brown pigmentation,"macular hypopigmented whorls, streaks, and patches",yes
HP:0007599,HP:0007535,t,t,t,generalized reticulate brown pigmentation,hypopigmented streaks,yes
HP:0007599,HP:0001053,t,t,t,generalized reticulate brown pigmentation,hypopigmented skin patches,yes
HP:0007599,HP:0001022,t,t,t,generalized reticulate brown pigmentation,albinism,yes
HP:0007494,HP:0012320,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,absent pigmentation of the limbs,no
HP:0007494,HP:0005590,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,spotty hypopigmentation,no
HP:0007494,HP:0007554,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,confetti hypopigmentation pattern of lower leg skin,no
HP:0007494,HP:0001010,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,hypopigmentation of the skin,no
HP:0007494,HP:0009719,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,hypomelanotic macule,no
HP:0007494,HP:0007443,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,partial albinism,no
HP:0007494,HP:0007526,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,hypopigmented skin patches on arms,no
HP:0007494,HP:0007513,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,generalized hypopigmentation,no
HP:0007494,HP:0007542,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,absent pigmentation of the ventral chest,no
HP:0007494,HP:0200098,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,absent skin pigmentation,no
HP:0007494,HP:0007581,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,"mediosternal, longitudinal streak of hypopigmentation",no
HP:0007494,HP:0030679,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,ash-leaf spot,no
HP:0007494,HP:0007450,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,increased groin pigmentation with raindrop depigmentation,no
HP:0007494,HP:0040007,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,absent pigmentation of chest,no
HP:0007494,HP:0012319,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,absent pigmentation of the abdomen,no
HP:0007494,HP:0009123,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,mixed hypo- and hyperpigmentation of the skin,no
HP:0007494,HP:0007441,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,hyperpigmented/hypopigmented macules,no
HP:0007494,HP:0007544,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,piebald skin depigmentation,no
HP:0007494,HP:0005593,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,"macular hypopigmented whorls, streaks, and patches",no
HP:0007494,HP:0007535,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,hypopigmented streaks,no
HP:0007494,HP:0001053,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,hypopigmented skin patches,no
HP:0007494,HP:0001022,t,t,t,discrete 2 to 5-mm hyper- and hypopigmented macules,albinism,no
HP:0033190,HP:0007509,t,t,t,hypertrichotic hyperpigmented patch,patchy hypo- and hyperpigmentation,no
HP:0033190,HP:0012320,t,t,t,hypertrichotic hyperpigmented patch,absent pigmentation of the limbs,no
HP:0033190,HP:0005590,t,t,t,hypertrichotic hyperpigmented patch,spotty hypopigmentation,yes
HP:0033190,HP:0007554,t,t,t,hypertrichotic hyperpigmented patch,confetti hypopigmentation pattern of lower leg skin,no
HP:0033190,HP:0001010,t,t,t,hypertrichotic hyperpigmented patch,hypopigmentation of the skin,no
HP:0033190,HP:0009719,t,t,t,hypertrichotic hyperpigmented patch,hypomelanotic macule,no
HP:0033190,HP:0007443,t,t,t,hypertrichotic hyperpigmented patch,partial albinism,yes
HP:0033190,HP:0007526,t,t,t,hypertrichotic hyperpigmented patch,hypopigmented skin patches on arms,no
HP:0033190,HP:0007471,t,t,t,hypertrichotic hyperpigmented patch,axillary and groin hyperpigmentation and hypopigmentation,no
HP:0033190,HP:0007402,t,t,t,hypertrichotic hyperpigmented patch,areas of hypopigmentation and hyperpigmentation that do not follow blaschko lines,no
HP:0033190,HP:0007513,t,t,t,hypertrichotic hyperpigmented patch,generalized hypopigmentation,no
HP:0033190,HP:0007542,t,t,t,hypertrichotic hyperpigmented patch,absent pigmentation of the ventral chest,no
HP:0033190,HP:0200098,t,t,t,hypertrichotic hyperpigmented patch,absent skin pigmentation,no
HP:0033190,HP:0007581,t,t,t,hypertrichotic hyperpigmented patch,"mediosternal, longitudinal streak of hypopigmentation",yes
HP:0033190,HP:0007494,t,t,t,hypertrichotic hyperpigmented patch,discrete 2 to 5-mm hyper- and hypopigmented macules,no
HP:0033190,HP:0030679,t,t,t,hypertrichotic hyperpigmented patch,ash-leaf spot,yes
HP:0033190,HP:0007450,t,t,t,hypertrichotic hyperpigmented patch,increased groin pigmentation with raindrop depigmentation,no
HP:0033190,HP:0040007,t,t,t,hypertrichotic hyperpigmented patch,absent pigmentation of chest,no
HP:0033190,HP:0012319,t,t,t,hypertrichotic hyperpigmented patch,absent pigmentation of the abdomen,no
HP:0033190,HP:0009123,t,t,t,hypertrichotic hyperpigmented patch,mixed hypo- and hyperpigmentation of the skin,no
HP:0033190,HP:0007441,t,t,t,hypertrichotic hyperpigmented patch,hyperpigmented/hypopigmented macules,no
HP:0033190,HP:0007544,t,t,t,hypertrichotic hyperpigmented patch,piebald skin depigmentation,yes
HP:0033190,HP:0005593,t,t,t,hypertrichotic hyperpigmented patch,"macular hypopigmented whorls, streaks, and patches",yes
HP:0033190,HP:0007535,t,t,t,hypertrichotic hyperpigmented patch,hypopigmented streaks,no
HP:0033190,HP:0001053,t,t,t,hypertrichotic hyperpigmented patch,hypopigmented skin patches,no
HP:0033190,HP:0001022,t,t,t,hypertrichotic hyperpigmented patch,albinism,yes
HP:0005585,HP:0007509,t,t,t,spotty hyperpigmentation,patchy hypo- and hyperpigmentation,no
HP:0005585,HP:0012320,t,t,t,spotty hyperpigmentation,absent pigmentation of the limbs,yes
HP:0005585,HP:0007554,t,t,t,spotty hyperpigmentation,confetti hypopigmentation pattern of lower leg skin,yes
HP:0005585,HP:0001010,t,t,t,spotty hyperpigmentation,hypopigmentation of the skin,yes
HP:0005585,HP:0009719,t,t,t,spotty hyperpigmentation,hypomelanotic macule,yes
HP:0005585,HP:0007443,t,t,t,spotty hyperpigmentation,partial albinism,yes
HP:0005585,HP:0007526,t,t,t,spotty hyperpigmentation,hypopigmented skin patches on arms,yes
HP:0005585,HP:0007471,t,t,t,spotty hyperpigmentation,axillary and groin hyperpigmentation and hypopigmentation,no
HP:0005585,HP:0007402,t,t,t,spotty hyperpigmentation,areas of hypopigmentation and hyperpigmentation that do not follow blaschko lines,no
HP:0005585,HP:0007513,t,t,t,spotty hyperpigmentation,generalized hypopigmentation,yes
HP:0005585,HP:0007542,t,t,t,spotty hyperpigmentation,absent pigmentation of the ventral chest,yes
HP:0005585,HP:0200098,t,t,t,spotty hyperpigmentation,absent skin pigmentation,yes
HP:0005585,HP:0007581,t,t,t,spotty hyperpigmentation,"mediosternal, longitudinal streak of hypopigmentation",yes
HP:0005585,HP:0007494,t,t,t,spotty hyperpigmentation,discrete 2 to 5-mm hyper- and hypopigmented macules,no
HP:0005585,HP:0030679,t,t,t,spotty hyperpigmentation,ash-leaf spot,no
HP:0005585,HP:0007450,t,t,t,spotty hyperpigmentation,increased groin pigmentation with raindrop depigmentation,no
HP:0005585,HP:0040007,t,t,t,spotty hyperpigmentation,absent pigmentation of chest,yes
HP:0005585,HP:0012319,t,t,t,spotty hyperpigmentation,absent pigmentation of the abdomen,yes
HP:0005585,HP:0009123,t,t,t,spotty hyperpigmentation,mixed hypo- and hyperpigmentation of the skin,no
HP:0005585,HP:0007441,t,t,t,spotty hyperpigmentation,hyperpigmented/hypopigmented macules,no
HP:0005585,HP:0007544,t,t,t,spotty hyperpigmentation,piebald skin depigmentation,yes
HP:0005585,HP:0005593,t,t,t,spotty hyperpigmentation,"macular hypopigmented whorls, streaks, and patches",yes
HP:0005585,HP:0007535,t,t,t,spotty hyperpigmentation,hypopigmented streaks,yes
HP:0005585,HP:0001053,t,t,t,spotty hyperpigmentation,hypopigmented skin patches,yes
HP:0005585,HP:0001022,t,t,t,spotty hyperpigmentation,albinism,yes
HP:0007450,HP:0012320,t,t,t,increased groin pigmentation with raindrop depigmentation,absent pigmentation of the limbs,no
HP:0007450,HP:0005590,t,t,t,increased groin pigmentation with raindrop depigmentation,spotty hypopigmentation,yes
HP:0007450,HP:0007554,t,t,t,increased groin pigmentation with raindrop depigmentation,confetti hypopigmentation pattern of lower leg skin,no
HP:0007450,HP:0001010,t,t,t,increased groin pigmentation with raindrop depigmentation,hypopigmentation of the skin,yes
HP:0007450,HP:0009719,t,t,t,increased groin pigmentation with raindrop depigmentation,hypomelanotic macule,yes
HP:0007450,HP:0007443,t,t,t,increased groin pigmentation with raindrop depigmentation,partial albinism,yes
HP:0007450,HP:0007526,t,t,t,increased groin pigmentation with raindrop depigmentation,hypopigmented skin patches on arms,no
HP:0007450,HP:0007513,t,t,t,increased groin pigmentation with raindrop depigmentation,generalized hypopigmentation,no
HP:0007450,HP:0007542,t,t,t,increased groin pigmentation with raindrop depigmentation,absent pigmentation of the ventral chest,no
HP:0007450,HP:0200098,t,t,t,increased groin pigmentation with raindrop depigmentation,absent skin pigmentation,no
HP:0007450,HP:0007581,t,t,t,increased groin pigmentation with raindrop depigmentation,"mediosternal, longitudinal streak of hypopigmentation",no
HP:0007450,HP:0030679,t,t,t,increased groin pigmentation with raindrop depigmentation,ash-leaf spot,no
HP:0007450,HP:0040007,t,t,t,increased groin pigmentation with raindrop depigmentation,absent pigmentation of chest,no
HP:0007450,HP:0012319,t,t,t,increased groin pigmentation with raindrop depigmentation,absent pigmentation of the abdomen,no
HP:0007450,HP:0009123,t,t,t,increased groin pigmentation with raindrop depigmentation,mixed hypo- and hyperpigmentation of the skin,no
HP:0007450,HP:0007441,t,t,t,increased groin pigmentation with raindrop depigmentation,hyperpigmented/hypopigmented macules,no
HP:0007450,HP:0007544,t,t,t,increased groin pigmentation with raindrop depigmentation,piebald skin depigmentation,no
HP:0007450,HP:0005593,t,t,t,increased groin pigmentation with raindrop depigmentation,"macular hypopigmented whorls, streaks, and patches",no
HP:0007450,HP:0007535,t,t,t,increased groin pigmentation with raindrop depigmentation,hypopigmented streaks,yes
HP:0007450,HP:0001053,t,t,t,increased groin pigmentation with raindrop depigmentation,hypopigmented skin patches,yes
HP:0007450,HP:0001022,t,t,t,increased groin pigmentation with raindrop depigmentation,albinism,no
HP:0007406,HP:0007509,t,t,t,hyperpigmentation of eyelids,patchy hypo- and hyperpigmentation,no
HP:0007406,HP:0012320,t,t,t,hyperpigmentation of eyelids,absent pigmentation of the limbs,yes
HP:0007406,HP:0005590,t,t,t,hyperpigmentation of eyelids,spotty hypopigmentation,no
HP:0007406,HP:0007554,t,t,t,hyperpigmentation of eyelids,confetti hypopigmentation pattern of lower leg skin,no
HP:0007406,HP:0001010,t,t,t,hyperpigmentation of eyelids,hypopigmentation of the skin,no
HP:0007406,HP:0009719,t,t,t,hyperpigmentation of eyelids,hypomelanotic macule,yes
HP:0007406,HP:0007443,t,t,t,hyperpigmentation of eyelids,partial albinism,yes
HP:0007406,HP:0007526,t,t,t,hyperpigmentation of eyelids,hypopigmented skin patches on arms,no
HP:0007406,HP:0007471,t,t,t,hyperpigmentation of eyelids,axillary and groin hyperpigmentation and hypopigmentation,no
HP:0007406,HP:0007402,t,t,t,hyperpigmentation of eyelids,areas of hypopigmentation and hyperpigmentation that do not follow blaschko lines,no
HP:0007406,HP:0007513,t,t,t,hyperpigmentation of eyelids,generalized hypopigmentation,no
HP:0007406,HP:0007542,t,t,t,hyperpigmentation of eyelids,absent pigmentation of the ventral chest,no
HP:0007406,HP:0200098,t,t,t,hyperpigmentation of eyelids,absent skin pigmentation,yes
HP:0007406,HP:0007581,t,t,t,hyperpigmentation of eyelids,"mediosternal, longitudinal streak of hypopigmentation",yes
HP:0007406,HP:0007494,t,t,t,hyperpigmentation of eyelids,discrete 2 to 5-mm hyper- and hypopigmented macules,no
HP:0007406,HP:0030679,t,t,t,hyperpigmentation of eyelids,ash-leaf spot,no
HP:0007406,HP:0007450,t,t,t,hyperpigmentation of eyelids,increased groin pigmentation with raindrop depigmentation,no
HP:0007406,HP:0040007,t,t,t,hyperpigmentation of eyelids,absent pigmentation of chest,no
HP:0007406,HP:0012319,t,t,t,hyperpigmentation of eyelids,absent pigmentation of the abdomen,yes
HP:0007406,HP:0009123,t,t,t,hyperpigmentation of eyelids,mixed hypo- and hyperpigmentation of the skin,no
HP:0007406,HP:0007441,t,t,t,hyperpigmentation of eyelids,hyperpigmented/hypopigmented macules,no
HP:0007406,HP:0007544,t,t,t,hyperpigmentation of eyelids,piebald skin depigmentation,yes
HP:0007406,HP:0005593,t,t,t,hyperpigmentation of eyelids,"macular hypopigmented whorls, streaks, and patches",no
HP:0007406,HP:0007535,t,t,t,hyperpigmentation of eyelids,hypopigmented streaks,yes
HP:0007406,HP:0001053,t,t,t,hyperpigmentation of eyelids,hypopigmented skin patches,yes
HP:0007406,HP:0001022,t,t,t,hyperpigmentation of eyelids,albinism,yes
HP:0025272,HP:0007509,t,t,t,melasma,patchy hypo- and hyperpigmentation,no
HP:0025272,HP:0012320,t,t,t,melasma,absent pigmentation of the limbs,yes
HP:0025272,HP:0005590,t,t,t,melasma,spotty hypopigmentation,yes
HP:0025272,HP:0007554,t,t,t,melasma,confetti hypopigmentation pattern of lower leg skin,no
HP:0025272,HP:0001010,t,t,t,melasma,hypopigmentation of the skin,yes
HP:0025272,HP:0009719,t,t,t,melasma,hypomelanotic macule,yes
HP:0025272,HP:0007443,t,t,t,melasma,partial albinism,yes
HP:0025272,HP:0007526,t,t,t,melasma,hypopigmented skin patches on arms,yes
HP:0025272,HP:0007471,t,t,t,melasma,axillary and groin hyperpigmentation and hypopigmentation,no
HP:0025272,HP:0007402,t,t,t,melasma,areas of hypopigmentation and hyperpigmentation that do not follow blaschko lines,no
HP:0025272,HP:0007513,t,t,t,melasma,generalized hypopigmentation,yes
HP:0025272,HP:0007542,t,t,t,melasma,absent pigmentation of the ventral chest,no
HP:0025272,HP:0200098,t,t,t,melasma,absent skin pigmentation,no
HP:0025272,HP:0007581,t,t,t,melasma,"mediosternal, longitudinal streak of hypopigmentation",yes
HP:0025272,HP:0007494,t,t,t,melasma,discrete 2 to 5-mm hyper- and hypopigmented macules,no
HP:0025272,HP:0030679,t,t,t,melasma,ash-leaf spot,no
HP:0025272,HP:0007450,t,t,t,melasma,increased groin pigmentation with raindrop depigmentation,no
HP:0025272,HP:0040007,t,t,t,melasma,absent pigmentation of chest,yes
HP:0025272,HP:0012319,t,t,t,melasma,absent pigmentation of the abdomen,yes
HP:0025272,HP:0009123,t,t,t,melasma,mixed hypo- and hyperpigmentation of the skin,no
HP:0025272,HP:0007441,t,t,t,melasma,hyperpigmented/hypopigmented macules,no
HP:0025272,HP:0007544,t,t,t,melasma,piebald skin depigmentation,yes
HP:0025272,HP:0005593,t,t,t,melasma,"macular hypopigmented whorls, streaks, and patches",yes
HP:0025272,HP:0007535,t,t,t,melasma,hypopigmented streaks,yes
HP:0025272,HP:0001053,t,t,t,melasma,hypopigmented skin patches,yes
HP:0025272,HP:0001022,t,t,t,melasma,albinism,yes
HP:0007505,HP:0007509,t,t,t,progressive hyperpigmentation,patchy hypo- and hyperpigmentation,no
HP:0007505,HP:0012320,t,t,t,progressive hyperpigmentation,absent pigmentation of the limbs,yes
HP:0007505,HP:0005590,t,t,t,progressive hyperpigmentation,spotty hypopigmentation,yes
HP:0007505,HP:0007554,t,t,t,progressive hyperpigmentation,confetti hypopigmentation pattern of lower leg skin,yes
HP:0007505,HP:0001010,t,t,t,progressive hyperpigmentation,hypopigmentation of the skin,yes
HP:0007505,HP:0009719,t,t,t,progressive hyperpigmentation,hypomelanotic macule,yes
HP:0007505,HP:0007443,t,t,t,progressive hyperpigmentation,partial albinism,yes
HP:0007505,HP:0007526,t,t,t,progressive hyperpigmentation,hypopigmented skin patches on arms,yes
HP:0007505,HP:0007471,t,t,t,progressive hyperpigmentation,axillary and groin hyperpigmentation and hypopigmentation,no
HP:0007505,HP:0007402,t,t,t,progressive hyperpigmentation,areas of hypopigmentation and hyperpigmentation that do not follow blaschko lines,no
HP:0007505,HP:0007513,t,t,t,progressive hyperpigmentation,generalized hypopigmentation,yes
HP:0007505,HP:0007542,t,t,t,progressive hyperpigmentation,absent pigmentation of the ventral chest,yes
HP:0007505,HP:0200098,t,t,t,progressive hyperpigmentation,absent skin pigmentation,yes
HP:0007505,HP:0007581,t,t,t,progressive hyperpigmentation,"mediosternal, longitudinal streak of hypopigmentation",yes
HP:0007505,HP:0007494,t,t,t,progressive hyperpigmentation,discrete 2 to 5-mm hyper- and hypopigmented macules,no
HP:0007505,HP:0030679,t,t,t,progressive hyperpigmentation,ash-leaf spot,yes
HP:0007505,HP:0007450,t,t,t,progressive hyperpigmentation,increased groin pigmentation with raindrop depigmentation,no
HP:0007505,HP:0040007,t,t,t,progressive hyperpigmentation,absent pigmentation of chest,yes
HP:0007505,HP:0012319,t,t,t,progressive hyperpigmentation,absent pigmentation of the abdomen,yes
HP:0007505,HP:0009123,t,t,t,progressive hyperpigmentation,mixed hypo- and hyperpigmentation of the skin,no
HP:0007505,HP:0007441,t,t,t,progressive hyperpigmentation,hyperpigmented/hypopigmented macules,no
HP:0007505,HP:0007544,t,t,t,progressive hyperpigmentation,piebald skin depigmentation,yes
HP:0007505,HP:0005593,t,t,t,progressive hyperpigmentation,"macular hypopigmented whorls, streaks, and patches",yes
HP:0007505,HP:0007535,t,t,t,progressive hyperpigmentation,hypopigmented streaks,yes
HP:0007505,HP:0001053,t,t,t,progressive hyperpigmentation,hypopigmented skin patches,yes
HP:0007505,HP:0001022,t,t,t,progressive hyperpigmentation,albinism,yes
HP:6000010,HP:0007509,t,t,t,linear hyperpigmentation along blaschko's lines,patchy hypo- and hyperpigmentation,no
HP:6000010,HP:0012320,t,t,t,linear hyperpigmentation along blaschko's lines,absent pigmentation of the limbs,no
HP:6000010,HP:0005590,t,t,t,linear hyperpigmentation along blaschko's lines,spotty hypopigmentation,no
HP:6000010,HP:0007554,t,t,t,linear hyperpigmentation along blaschko's lines,confetti hypopigmentation pattern of lower leg skin,no
HP:6000010,HP:0001010,t,t,t,linear hyperpigmentation along blaschko's lines,hypopigmentation of the skin,no
HP:6000010,HP:0009719,t,t,t,linear hyperpigmentation along blaschko's lines,hypomelanotic macule,no
HP:6000010,HP:0007443,t,t,t,linear hyperpigmentation along blaschko's lines,partial albinism,yes
HP:6000010,HP:0007526,t,t,t,linear hyperpigmentation along blaschko's lines,hypopigmented skin patches on arms,no
HP:6000010,HP:0007471,t,t,t,linear hyperpigmentation along blaschko's lines,axillary and groin hyperpigmentation and hypopigmentation,no
HP:6000010,HP:0007402,t,t,t,linear hyperpigmentation along blaschko's lines,areas of hypopigmentation and hyperpigmentation that do not follow blaschko lines,no
HP:6000010,HP:0007513,t,t,t,linear hyperpigmentation along blaschko's lines,generalized hypopigmentation,no
HP:6000010,HP:0007542,t,t,t,linear hyperpigmentation along blaschko's lines,absent pigmentation of the ventral chest,no
HP:6000010,HP:0200098,t,t,t,linear hyperpigmentation along blaschko's lines,absent skin pigmentation,no
HP:6000010,HP:0007581,t,t,t,linear hyperpigmentation along blaschko's lines,"mediosternal, longitudinal streak of hypopigmentation",yes
HP:6000010,HP:0007494,t,t,t,linear hyperpigmentation along blaschko's lines,discrete 2 to 5-mm hyper- and hypopigmented macules,no
HP:6000010,HP:0030679,t,t,t,linear hyperpigmentation along blaschko's lines,ash-leaf spot,no
HP:6000010,HP:0007450,t,t,t,linear hyperpigmentation along blaschko's lines,increased groin pigmentation with raindrop depigmentation,no
HP:6000010,HP:0040007,t,t,t,linear hyperpigmentation along blaschko's lines,absent pigmentation of chest,no
HP:6000010,HP:0012319,t,t,t,linear hyperpigmentation along blaschko's lines,absent pigmentation of the abdomen,no
HP:6000010,HP:0009123,t,t,t,linear hyperpigmentation along blaschko's lines,mixed hypo- and hyperpigmentation of the skin,no
HP:6000010,HP:0007441,t,t,t,linear hyperpigmentation along blaschko's lines,hyperpigmented/hypopigmented macules,no
HP:6000010,HP:0007544,t,t,t,linear hyperpigmentation along blaschko's lines,piebald skin depigmentation,yes
HP:6000010,HP:0005593,t,t,t,linear hyperpigmentation along blaschko's lines,"macular hypopigmented whorls, streaks, and patches",yes
HP:6000010,HP:0007535,t,t,t,linear hyperpigmentation along blaschko's lines,hypopigmented streaks,yes
HP:6000010,HP:0001053,t,t,t,linear hyperpigmentation along blaschko's lines,hypopigmented skin patches,no
HP:6000010,HP:0001022,t,t,t,linear hyperpigmentation along blaschko's lines,albinism,yes
HP:0007572,HP:0007509,t,t,t,hyperpigmented streaks,patchy hypo- and hyperpigmentation,no
HP:0007572,HP:0012320,t,t,t,hyperpigmented streaks,absent pigmentation of the limbs,yes
HP:0007572,HP:0005590,t,t,t,hyperpigmented streaks,spotty hypopigmentation,yes
HP:0007572,HP:0007554,t,t,t,hyperpigmented streaks,confetti hypopigmentation pattern of lower leg skin,yes
HP:0007572,HP:0001010,t,t,t,hyperpigmented streaks,hypopigmentation of the skin,yes
HP:0007572,HP:0009719,t,t,t,hyperpigmented streaks,hypomelanotic macule,yes
HP:0007572,HP:0007443,t,t,t,hyperpigmented streaks,partial albinism,yes
HP:0007572,HP:0007526,t,t,t,hyperpigmented streaks,hypopigmented skin patches on arms,yes
HP:0007572,HP:0007471,t,t,t,hyperpigmented streaks,axillary and groin hyperpigmentation and hypopigmentation,no
HP:0007572,HP:0007402,t,t,t,hyperpigmented streaks,areas of hypopigmentation and hyperpigmentation that do not follow blaschko lines,no
HP:0007572,HP:0007513,t,t,t,hyperpigmented streaks,generalized hypopigmentation,yes
HP:0007572,HP:0007542,t,t,t,hyperpigmented streaks,absent pigmentation of the ventral chest,yes
HP:0007572,HP:0200098,t,t,t,hyperpigmented streaks,absent skin pigmentation,yes
HP:0007572,HP:0007581,t,t,t,hyperpigmented streaks,"mediosternal, longitudinal streak of hypopigmentation",yes
HP:0007572,HP:0007494,t,t,t,hyperpigmented streaks,discrete 2 to 5-mm hyper- and hypopigmented macules,no
HP:0007572,HP:0030679,t,t,t,hyperpigmented streaks,ash-leaf spot,yes
HP:0007572,HP:0007450,t,t,t,hyperpigmented streaks,increased groin pigmentation with raindrop depigmentation,no
HP:0007572,HP:0040007,t,t,t,hyperpigmented streaks,absent pigmentation of chest,yes
HP:0007572,HP:0012319,t,t,t,hyperpigmented streaks,absent pigmentation of the abdomen,yes
HP:0007572,HP:0009123,t,t,t,hyperpigmented streaks,mixed hypo- and hyperpigmentation of the skin,no
HP:0007572,HP:0007441,t,t,t,hyperpigmented streaks,hyperpigmented/hypopigmented macules,no
HP:0007572,HP:0007544,t,t,t,hyperpigmented streaks,piebald skin depigmentation,yes
HP:0007572,HP:0005593,t,t,t,hyperpigmented streaks,"macular hypopigmented whorls, streaks, and patches",yes
HP:0007572,HP:0001053,t,t,t,hyperpigmented streaks,hypopigmented skin patches,yes
HP:0007572,HP:0001022,t,t,t,hyperpigmented streaks,albinism,yes
HP:0009123,HP:0012320,t,t,t,mixed hypo- and hyperpigmentation of the skin,absent pigmentation of the limbs,no
HP:0009123,HP:0005590,t,t,t,mixed hypo- and hyperpigmentation of the skin,spotty hypopigmentation,no
HP:0009123,HP:0007554,t,t,t,mixed hypo- and hyperpigmentation of the skin,confetti hypopigmentation pattern of lower leg skin,no
HP:0009123,HP:0001010,t,t,t,mixed hypo- and hyperpigmentation of the skin,hypopigmentation of the skin,no
HP:0009123,HP:0009719,t,t,t,mixed hypo- and hyperpigmentation of the skin,hypomelanotic macule,no
HP:0009123,HP:0007443,t,t,t,mixed hypo- and hyperpigmentation of the skin,partial albinism,no
HP:0009123,HP:0007526,t,t,t,mixed hypo- and hyperpigmentation of the skin,hypopigmented skin patches on arms,no
HP:0009123,HP:0007513,t,t,t,mixed hypo- and hyperpigmentation of the skin,generalized hypopigmentation,no
HP:0009123,HP:0007542,t,t,t,mixed hypo- and hyperpigmentation of the skin,absent pigmentation of the ventral chest,no
HP:0009123,HP:0200098,t,t,t,mixed hypo- and hyperpigmentation of the skin,absent skin pigmentation,no
HP:0009123,HP:0007581,t,t,t,mixed hypo- and hyperpigmentation of the skin,"mediosternal, longitudinal streak of hypopigmentation",no
HP:0009123,HP:0030679,t,t,t,mixed hypo- and hyperpigmentation of the skin,ash-leaf spot,no
HP:0009123,HP:0040007,t,t,t,mixed hypo- and hyperpigmentation of the skin,absent pigmentation of chest,no
HP:0009123,HP:0012319,t,t,t,mixed hypo- and hyperpigmentation of the skin,absent pigmentation of the abdomen,no
HP:0009123,HP:0007441,t,t,t,mixed hypo- and hyperpigmentation of the skin,hyperpigmented/hypopigmented macules,no
HP:0009123,HP:0007544,t,t,t,mixed hypo- and hyperpigmentation of the skin,piebald skin depigmentation,no
HP:0009123,HP:0005593,t,t,t,mixed hypo- and hyperpigmentation of the skin,"macular hypopigmented whorls, streaks, and patches",no
HP:0009123,HP:0007535,t,t,t,mixed hypo- and hyperpigmentation of the skin,hypopigmented streaks,no
