hpo_id1,hpo_term1,hpo_id2,hpo_term2,strict,inverse_verified_by_llm
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100085,Small epiphyses of the 5th toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,yes
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100080,Enlarged epiphyses of the 5th toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100085,Small epiphyses of the 5th toe,t,yes
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,yes
HP:0100085,Small epiphyses of the 5th toe,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,t,yes
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,yes
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,yes
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,yes
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,yes
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,yes
HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,yes
HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,yes
HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,yes
HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,yes
HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,yes
HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,yes
HP:0100770,Hyperperistalsis,HP:0100771,Hypoperistalsis,t,yes
HP:0400004,Long ear,HP:0400005,Short ear,t,yes
HP:0410053,Elevated circulating gamma-aminobutyric acid concentration,HP:0410054,Decreased circulating GABA concentration,t,yes
HP:0410054,Decreased circulating GABA concentration,HP:0500253,Increased level of gamma-aminobutyric acid in urine,t,no
HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,t,yes
HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,HP:0410187,Decreased glucose-6-phosphate dehydrogenase level in tissue,t,no
HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,HP:0410188,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,t,yes
HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,t,yes
HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,HP:0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,t,no
HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,HP:0410189,Increased glucose-6-phosphate dehydrogenase level in red blood cells,t,yes
HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,HP:0410191,Increased glucose-6-phosphate dehydrogenase level in leukocytes,t,yes
HP:0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,HP:0410187,Decreased glucose-6-phosphate dehydrogenase level in tissue,t,yes
HP:0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,HP:0410188,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,t,yes
HP:0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,t,yes
HP:0410187,Decreased glucose-6-phosphate dehydrogenase level in tissue,HP:0410189,Increased glucose-6-phosphate dehydrogenase level in red blood cells,t,yes
